TO,FROM,TOTALVOLUME,ADDRESSESCOUNT,ID,SYMBOL,PARTNER_SYMBOL,TIME,MERGE_KEY
1.0,0.1,758125.18325274,2430285,1182,BTC,BTC,1632096000,1632096000_0.1_1.0
10.0,1.0,1695042.30983953,662064,1182,BTC,BTC,1632096000,1632096000_1.0_10.0
100.0,10.0,4251272.90326865,131091,1182,BTC,BTC,1632096000,1632096000_10.0_100.0
1000.0,100.0,3930317.45615504,13779,1182,BTC,BTC,1632096000,1632096000_100.0_1000.0
10000.0,1000.0,5264764.41792504,2058,1182,BTC,BTC,1632096000,1632096000_1000.0_10000.0
100000.0,10000.0,2112446.30413686,80,1182,BTC,BTC,1632096000,1632096000_10000.0_100000.0
0.0,100000.0,577610.78662216,3,1182,BTC,BTC,1632096000,1632096000_100000.0_0.0
0.001,1e-08,4031.82810245,19687794,1182,BTC,BTC,1632182400,1632182400_1e-08_0.001
0.01,0.001,36768.83426713,9654785,1182,BTC,BTC,1632182400,1632182400_0.001_0.01
0.1,0.01,191590.41339022,5901696,1182,BTC,BTC,1632182400,1632182400_0.01_0.1
1.0,0.1,758566.68673634,2432024,1182,BTC,BTC,1632182400,1632182400_0.1_1.0
10.0,1.0,1696388.73033528,662613,1182,BTC,BTC,1632182400,1632182400_1.0_10.0
100.0,10.0,4253976.00404241,131177,1182,BTC,BTC,1632182400,1632182400_10.0_100.0
1000.0,100.0,3929241.71281649,13773,1182,BTC,BTC,1632182400,1632182400_100.0_1000.0
10000.0,1000.0,5263326.00094751,2056,1182,BTC,BTC,1632182400,1632182400_1000.0_10000.0
100000.0,10000.0,2111057.54771097,80,1182,BTC,BTC,1632182400,1632182400_10000.0_100000.0
0.0,100000.0,577610.78662216,3,1182,BTC,BTC,1632182400,1632182400_100000.0_0.0
0.001,1e-08,4036.72446075,19703178,1182,BTC,BTC,1632268800,1632268800_1e-08_0.001
0.01,0.001,36770.79789591,9660724,1182,BTC,BTC,1632268800,1632268800_0.001_0.01
0.1,0.01,191586.59310585,5900266,1182,BTC,BTC,1632268800,1632268800_0.01_0.1
1.0,0.1,758703.13869594,2432369,1182,BTC,BTC,1632268800,1632268800_0.1_1.0
10.0,1.0,1695134.37778457,662136,1182,BTC,BTC,1632268800,1632268800_1.0_10.0
100.0,10.0,4252727.25507911,131168,1182,BTC,BTC,1632268800,1632268800_10.0_100.0
1000.0,100.0,3929359.60450307,13772,1182,BTC,BTC,1632268800,1632268800_100.0_1000.0
10000.0,1000.0,5265397.05628381,2056,1182,BTC,BTC,1632268800,1632268800_1000.0_10000.0
100000.0,10000.0,2111748.71053979,80,1182,BTC,BTC,1632268800,1632268800_10000.0_100000.0
0.0,100000.0,577931.78662216,3,1182,BTC,BTC,1632268800,1632268800_100000.0_0.0
0.001,1e-08,4040.30679287,19717621,1182,BTC,BTC,1632355200,1632355200_1e-08_0.001
0.01,0.001,36765.47767585,9665806,1182,BTC,BTC,1632355200,1632355200_0.001_0.01
0.1,0.01,191633.66646359,5902900,1182,BTC,BTC,1632355200,1632355200_0.01_0.1
1.0,0.1,758695.10531037,2432472,1182,BTC,BTC,1632355200,1632355200_0.1_1.0
10.0,1.0,1695746.79989866,662173,1182,BTC,BTC,1632355200,1632355200_1.0_10.0
100.0,10.0,4254586.91768593,131192,1182,BTC,BTC,1632355200,1632355200_10.0_100.0
1000.0,100.0,3927773.02306523,13773,1182,BTC,BTC,1632355200,1632355200_100.0_1000.0
10000.0,1000.0,5264911.93613328,2057,1182,BTC,BTC,1632355200,1632355200_1000.0_10000.0
100000.0,10000.0,2111934.27532302,80,1182,BTC,BTC,1632355200,1632355200_10000.0_100000.0
0.0,100000.0,578339.78662216,3,1182,BTC,BTC,1632355200,1632355200_100000.0_0.0
0.001,1e-08,4040.2353376,19727606,1182,BTC,BTC,1632441600,1632441600_1e-08_0.001
0.01,0.001,36722.21603329,9649102,1182,BTC,BTC,1632441600,1632441600_0.001_0.01
0.1,0.01,191645.87860599,5900846,1182,BTC,BTC,1632441600,1632441600_0.01_0.1
1.0,0.1,759157.05489348,2434498,1182,BTC,BTC,1632441600,1632441600_0.1_1.0
10.0,1.0,1695815.99344097,662289,1182,BTC,BTC,1632441600,1632441600_1.0_10.0
100.0,10.0,4252369.03241335,131139,1182,BTC,BTC,1632441600,1632441600_10.0_100.0
1000.0,100.0,3923701.66792716,13760,1182,BTC,BTC,1632441600,1632441600_100.0_1000.0
10000.0,1000.0,5275915.69049219,2065,1182,BTC,BTC,1632441600,1632441600_1000.0_10000.0
100000.0,10000.0,2107146.73920477,80,1182,BTC,BTC,1632441600,1632441600_10000.0_100000.0
0.0,100000.0,578837.78662216,3,1182,BTC,BTC,1632441600,1632441600_100000.0_0.0
0.001,1e-08,4051.7483333,19751085,1182,BTC,BTC,1632528000,1632528000_1e-08_0.001
0.01,0.001,36849.79388037,9692263,1182,BTC,BTC,1632528000,1632528000_0.001_0.01
0.1,0.01,191862.06464828,5909819,1182,BTC,BTC,1632528000,1632528000_0.01_0.1
1.0,0.1,759379.13741691,2435930,1182,BTC,BTC,1632528000,1632528000_0.1_1.0
10.0,1.0,1696413.50923307,662595,1182,BTC,BTC,1632528000,1632528000_1.0_10.0
100.0,10.0,4252311.9304277,131133,1182,BTC,BTC,1632528000,1632528000_10.0_100.0
1000.0,100.0,3924315.02770366,13766,1182,BTC,BTC,1632528000,1632528000_100.0_1000.0
10000.0,1000.0,5275529.07026271,2063,1182,BTC,BTC,1632528000,1632528000_1000.0_10000.0
100000.0,10000.0,2106702.2264428,80,1182,BTC,BTC,1632528000,1632528000_10000.0_100000.0
0.0,100000.0,578837.78662216,3,1182,BTC,BTC,1632528000,1632528000_100000.0_0.0
0.001,1e-08,4050.84868662,19753118,1182,BTC,BTC,1632614400,1632614400_1e-08_0.001
0.01,0.001,36890.52297674,9702011,1182,BTC,BTC,1632614400,1632614400_0.001_0.01
0.1,0.01,191992.15776582,5915108,1182,BTC,BTC,1632614400,1632614400_0.01_0.1
1.0,0.1,759840.24626402,2437298,1182,BTC,BTC,1632614400,1632614400_0.1_1.0
10.0,1.0,1697380.72040037,663073,1182,BTC,BTC,1632614400,1632614400_1.0_10.0
100.0,10.0,4254558.17850931,131226,1182,BTC,BTC,1632614400,1632614400_10.0_100.0
1000.0,100.0,3936044.85764258,13799,1182,BTC,BTC,1632614400,1632614400_100.0_1000.0
10000.0,1000.0,5331003.47169518,2099,1182,BTC,BTC,1632614400,1632614400_1000.0_10000.0
100000.0,10000.0,2036522.25383238,79,1182,BTC,BTC,1632614400,1632614400_10000.0_100000.0
0.0,100000.0,578837.78719794,3,1182,BTC,BTC,1632614400,1632614400_100000.0_0.0
0.001,1e-08,4053.3649992,19766918,1182,BTC,BTC,1632700800,1632700800_1e-08_0.001
0.01,0.001,36870.42232596,9688210,1182,BTC,BTC,1632700800,1632700800_0.001_0.01
0.1,0.01,192011.05932266,5915584,1182,BTC,BTC,1632700800,1632700800_0.01_0.1
1.0,0.1,760399.89387779,2438887,1182,BTC,BTC,1632700800,1632700800_0.1_1.0
10.0,1.0,1698987.14176837,663738,1182,BTC,BTC,1632700800,1632700800_1.0_10.0
100.0,10.0,4256785.7554921,131326,1182,BTC,BTC,1632700800,1632700800_10.0_100.0
1000.0,100.0,3935655.55934542,13801,1182,BTC,BTC,1632700800,1632700800_100.0_1000.0
10000.0,1000.0,5331183.47637039,2101,1182,BTC,BTC,1632700800,1632700800_1000.0_10000.0
100000.0,10000.0,2033305.33415704,79,1182,BTC,BTC,1632700800,1632700800_10000.0_100000.0
0.0,100000.0,578837.78731203,3,1182,BTC,BTC,1632700800,1632700800_100000.0_0.0
0.001,1e-08,4037.11549637,19735922,1182,BTC,BTC,1632787200,1632787200_1e-08_0.001
0.01,0.001,36797.82549684,9662448,1182,BTC,BTC,1632787200,1632787200_0.001_0.01
0.1,0.01,192140.75302713,5916157,1182,BTC,BTC,1632787200,1632787200_0.01_0.1
1.0,0.1,760939.40207242,2440989,1182,BTC,BTC,1632787200,1632787200_0.1_1.0
10.0,1.0,1699852.24462468,664157,1182,BTC,BTC,1632787200,1632787200_1.0_10.0
100.0,10.0,4258949.81992351,131361,1182,BTC,BTC,1632787200,1632787200_10.0_100.0
1000.0,100.0,3939255.92869163,13818,1182,BTC,BTC,1632787200,1632787200_100.0_1000.0
10000.0,1000.0,5325940.50856555,2097,1182,BTC,BTC,1632787200,1632787200_1000.0_10000.0
100000.0,10000.0,2032260.4097608,79,1182,BTC,BTC,1632787200,1632787200_10000.0_100000.0
0.0,100000.0,578865.78731203,3,1182,BTC,BTC,1632787200,1632787200_100000.0_0.0
0.001,1e-08,4045.69969618,19758343,1182,BTC,BTC,1632873600,1632873600_1e-08_0.001
0.01,0.001,36776.90219052,9658209,1182,BTC,BTC,1632873600,1632873600_0.001_0.01
0.1,0.01,192271.48583487,5919304,1182,BTC,BTC,1632873600,1632873600_0.01_0.1
1.0,0.1,761562.26812913,2443035,1182,BTC,BTC,1632873600,1632873600_0.1_1.0
10.0,1.0,1700962.39963936,664483,1182,BTC,BTC,1632873600,1632873600_1.0_10.0
100.0,10.0,4261701.58716907,131370,1182,BTC,BTC,1632873600,1632873600_10.0_100.0
1000.0,100.0,3942043.26295746,13830,1182,BTC,BTC,1632873600,1632873600_100.0_1000.0
10000.0,1000.0,5315734.07199271,2091,1182,BTC,BTC,1632873600,1632873600_1000.0_10000.0
100000.0,10000.0,2035852.83004963,79,1182,BTC,BTC,1632873600,1632873600_10000.0_100000.0
0.0,100000.0,578901.78731203,3,1182,BTC,BTC,1632873600,1632873600_100000.0_0.0
0.001,1e-08,4040.53557734,19755189,1182,BTC,BTC,1632960000,1632960000_1e-08_0.001
0.01,0.001,36534.4821864,9621140,1182,BTC,BTC,1632960000,1632960000_0.001_0.01
0.1,0.01,191849.33250163,5906128,1182,BTC,BTC,1632960000,1632960000_0.01_0.1
1.0,0.1,760736.41008396,2440141,1182,BTC,BTC,1632960000,1632960000_0.1_1.0
10.0,1.0,1700315.8107201,664242,1182,BTC,BTC,1632960000,1632960000_1.0_10.0
100.0,10.0,4261601.4963967,131445,1182,BTC,BTC,1632960000,1632960000_10.0_100.0
1000.0,100.0,3942658.0338422,13822,1182,BTC,BTC,1632960000,1632960000_100.0_1000.0
10000.0,1000.0,5325985.16584344,2096,1182,BTC,BTC,1632960000,1632960000_1000.0_10000.0
100000.0,10000.0,2028297.99049616,79,1182,BTC,BTC,1632960000,1632960000_10000.0_100000.0
0.0,100000.0,578901.78732303,3,1182,BTC,BTC,1632960000,1632960000_100000.0_0.0
0.001,1e-08,4042.78957189,19769602,1182,BTC,BTC,1633046400,1633046400_1e-08_0.001
0.01,0.001,36632.95961235,9655760,1182,BTC,BTC,1633046400,1633046400_0.001_0.01
0.1,0.01,192112.54271423,5917306,1182,BTC,BTC,1633046400,1633046400_0.01_0.1
1.0,0.1,760973.64067432,2441424,1182,BTC,BTC,1633046400,1633046400_0.1_1.0
10.0,1.0,1700466.97543361,664330,1182,BTC,BTC,1633046400,1633046400_1.0_10.0
100.0,10.0,4264324.01779278,131504,1182,BTC,BTC,1633046400,1633046400_10.0_100.0
1000.0,100.0,3949823.2609348,13845,1182,BTC,BTC,1633046400,1633046400_100.0_1000.0
10000.0,1000.0,5318574.3715796,2094,1182,BTC,BTC,1633046400,1633046400_1000.0_10000.0
100000.0,10000.0,2025943.69933435,79,1182,BTC,BTC,1633046400,1633046400_10000.0_100000.0
0.0,100000.0,578901.78732303,3,1182,BTC,BTC,1633046400,1633046400_100000.0_0.0
0.001,1e-08,4023.07455937,19738559,1182,BTC,BTC,1633132800,1633132800_1e-08_0.001
0.01,0.001,36588.65787721,9644119,1182,BTC,BTC,1633132800,1633132800_0.001_0.01
0.1,0.01,191834.65095778,5909078,1182,BTC,BTC,1633132800,1633132800_0.01_0.1
1.0,0.1,760833.33175777,2440903,1182,BTC,BTC,1633132800,1633132800_0.1_1.0
10.0,1.0,1700901.76982066,664427,1182,BTC,BTC,1633132800,1633132800_1.0_10.0
100.0,10.0,4262602.07672547,131355,1182,BTC,BTC,1633132800,1633132800_10.0_100.0
1000.0,100.0,3951839.35633994,13843,1182,BTC,BTC,1633132800,1633132800_100.0_1000.0
10000.0,1000.0,5317518.6730512,2094,1182,BTC,BTC,1633132800,1633132800_1000.0_10000.0
100000.0,10000.0,2027927.66555853,79,1182,BTC,BTC,1633132800,1633132800_10000.0_100000.0
0.0,100000.0,578901.78832303,3,1182,BTC,BTC,1633132800,1633132800_100000.0_0.0
0.001,1e-08,4004.63749635,19699636,1182,BTC,BTC,1633219200,1633219200_1e-08_0.001
0.01,0.001,36693.23085384,9679262,1182,BTC,BTC,1633219200,1633219200_0.001_0.01
0.1,0.01,191979.95703383,5915239,1182,BTC,BTC,1633219200,1633219200_0.01_0.1
1.0,0.1,761112.32521026,2442120,1182,BTC,BTC,1633219200,1633219200_0.1_1.0
10.0,1.0,1701698.77663377,664760,1182,BTC,BTC,1633219200,1633219200_1.0_10.0
100.0,10.0,4264258.89997657,131381,1182,BTC,BTC,1633219200,1633219200_10.0_100.0
1000.0,100.0,3958220.14278046,13852,1182,BTC,BTC,1633219200,1633219200_100.0_1000.0
10000.0,1000.0,5310087.87551055,2091,1182,BTC,BTC,1633219200,1633219200_1000.0_10000.0
100000.0,10000.0,2026950.9111523,79,1182,BTC,BTC,1633219200,1633219200_10000.0_100000.0
0.0,100000.0,578901.78832303,3,1182,BTC,BTC,1633219200,1633219200_100000.0_0.0
0.001,1e-08,3981.11538214,19605822,1182,BTC,BTC,1633305600,1633305600_1e-08_0.001
0.01,0.001,36662.49275263,9668139,1182,BTC,BTC,1633305600,1633305600_0.001_0.01
0.1,0.01,192078.80620561,5917159,1182,BTC,BTC,1633305600,1633305600_0.01_0.1
1.0,0.1,761836.73446792,2444467,1182,BTC,BTC,1633305600,1633305600_0.1_1.0
10.0,1.0,1703018.97826309,665371,1182,BTC,BTC,1633305600,1633305600_1.0_10.0
100.0,10.0,4266294.76235672,131463,1182,BTC,BTC,1633305600,1633305600_10.0_100.0
1000.0,100.0,3960209.4195467,13880,1182,BTC,BTC,1633305600,1633305600_100.0_1000.0
10000.0,1000.0,5303504.47759898,2091,1182,BTC,BTC,1633305600,1633305600_1000.0_10000.0
100000.0,10000.0,2028394.97007414,79,1182,BTC,BTC,1633305600,1633305600_10000.0_100000.0
0.0,100000.0,578901.78832303,3,1182,BTC,BTC,1633305600,1633305600_100000.0_0.0
0.001,1e-08,3986.20016634,19622984,1182,BTC,BTC,1633392000,1633392000_1e-08_0.001
0.01,0.001,36587.09080113,9647783,1182,BTC,BTC,1633392000,1633392000_0.001_0.01
0.1,0.01,191683.11436978,5902751,1182,BTC,BTC,1633392000,1633392000_0.01_0.1
1.0,0.1,761364.94414868,2442351,1182,BTC,BTC,1633392000,1633392000_0.1_1.0
10.0,1.0,1702464.28811123,665056,1182,BTC,BTC,1633392000,1633392000_1.0_10.0
100.0,10.0,4260287.72829155,131220,1182,BTC,BTC,1633392000,1633392000_10.0_100.0
1000.0,100.0,3970829.42273024,13897,1182,BTC,BTC,1633392000,1633392000_100.0_1000.0
10000.0,1000.0,5304106.36194639,2091,1182,BTC,BTC,1633392000,1633392000_1000.0_10000.0
100000.0,10000.0,2028697.61333688,79,1182,BTC,BTC,1633392000,1633392000_10000.0_100000.0
0.0,100000.0,575901.78106874,3,1182,BTC,BTC,1633392000,1633392000_100000.0_0.0
0.001,1e-08,4004.78634067,19661025,1182,BTC,BTC,1633478400,1633478400_1e-08_0.001
0.01,0.001,36719.5754988,9685538,1182,BTC,BTC,1633478400,1633478400_0.001_0.01
0.1,0.01,192013.76195462,5913153,1182,BTC,BTC,1633478400,1633478400_0.01_0.1
1.0,0.1,762091.25504239,2444914,1182,BTC,BTC,1633478400,1633478400_0.1_1.0
10.0,1.0,1703426.4184891,665557,1182,BTC,BTC,1633478400,1633478400_1.0_10.0
100.0,10.0,4264745.48281381,131422,1182,BTC,BTC,1633478400,1633478400_10.0_100.0
1000.0,100.0,4006684.13379952,13931,1182,BTC,BTC,1633478400,1633478400_100.0_1000.0
10000.0,1000.0,5267919.62952524,2064,1182,BTC,BTC,1633478400,1633478400_1000.0_10000.0
100000.0,10000.0,2023220.47043807,79,1182,BTC,BTC,1633478400,1633478400_10000.0_100000.0
0.0,100000.0,575901.78106874,3,1182,BTC,BTC,1633478400,1633478400_100000.0_0.0
0.001,1e-08,4003.50986488,19677632,1182,BTC,BTC,1633564800,1633564800_1e-08_0.001
0.01,0.001,36712.82089306,9680213,1182,BTC,BTC,1633564800,1633564800_0.001_0.01
0.1,0.01,191704.74821118,5905374,1182,BTC,BTC,1633564800,1633564800_0.01_0.1
1.0,0.1,761120.14240299,2441586,1182,BTC,BTC,1633564800,1633564800_0.1_1.0
10.0,1.0,1701959.91311112,665010,1182,BTC,BTC,1633564800,1633564800_1.0_10.0
100.0,10.0,4262480.56132631,131330,1182,BTC,BTC,1633564800,1633564800_10.0_100.0
1000.0,100.0,4007308.96730101,13948,1182,BTC,BTC,1633564800,1633564800_100.0_1000.0
10000.0,1000.0,5273476.6143208,2066,1182,BTC,BTC,1633564800,1633564800_1000.0_10000.0
100000.0,10000.0,2024439.49144027,80,1182,BTC,BTC,1633564800,1633564800_10000.0_100000.0
0.0,100000.0,574401.77609934,3,1182,BTC,BTC,1633564800,1633564800_100000.0_0.0
0.001,1e-08,4009.12316712,19690112,1182,BTC,BTC,1633651200,1633651200_1e-08_0.001
0.01,0.001,36742.60669626,9691270,1182,BTC,BTC,1633651200,1633651200_0.001_0.01
0.1,0.01,191720.97332092,5907270,1182,BTC,BTC,1633651200,1633651200_0.01_0.1
1.0,0.1,761162.0239657,2441807,1182,BTC,BTC,1633651200,1633651200_0.1_1.0
10.0,1.0,1702566.2112608,665158,1182,BTC,BTC,1633651200,1633651200_1.0_10.0
100.0,10.0,4262607.96335214,131306,1182,BTC,BTC,1633651200,1633651200_10.0_100.0
1000.0,100.0,4011335.30035364,13974,1182,BTC,BTC,1633651200,1633651200_100.0_1000.0
10000.0,1000.0,5270187.17729843,2065,1182,BTC,BTC,1633651200,1633651200_1000.0_10000.0
100000.0,10000.0,2025125.39445661,79,1182,BTC,BTC,1633651200,1633651200_10000.0_100000.0
0.0,100000.0,572901.77109934,3,1182,BTC,BTC,1633651200,1633651200_100000.0_0.0
0.001,1e-08,3985.32837722,19633310,1182,BTC,BTC,1633737600,1633737600_1e-08_0.001
0.01,0.001,36602.65529178,9642970,1182,BTC,BTC,1633737600,1633737600_0.001_0.01
0.1,0.01,191441.70712585,5896491,1182,BTC,BTC,1633737600,1633737600_0.01_0.1
1.0,0.1,761163.68081254,2442022,1182,BTC,BTC,1633737600,1633737600_0.1_1.0
10.0,1.0,1703078.72198397,665367,1182,BTC,BTC,1633737600,1633737600_1.0_10.0
100.0,10.0,4264271.91086927,131376,1182,BTC,BTC,1633737600,1633737600_10.0_100.0
1000.0,100.0,4007509.80755463,13976,1182,BTC,BTC,1633737600,1633737600_100.0_1000.0
10000.0,1000.0,5272327.35469406,2068,1182,BTC,BTC,1633737600,1633737600_1000.0_10000.0
100000.0,10000.0,2026013.1066623,79,1182,BTC,BTC,1633737600,1633737600_10000.0_100000.0
0.0,100000.0,572901.77159934,3,1182,BTC,BTC,1633737600,1633737600_100000.0_0.0
0.001,1e-08,3983.38855967,19626765,1182,BTC,BTC,1633824000,1633824000_1e-08_0.001
0.01,0.001,36631.96707772,9645373,1182,BTC,BTC,1633824000,1633824000_0.001_0.01
0.1,0.01,191428.35295289,5897355,1182,BTC,BTC,1633824000,1633824000_0.01_0.1
1.0,0.1,760818.72948704,2440644,1182,BTC,BTC,1633824000,1633824000_0.1_1.0
10.0,1.0,1703726.6867641,665586,1182,BTC,BTC,1633824000,1633824000_1.0_10.0
100.0,10.0,4263621.25888885,131366,1182,BTC,BTC,1633824000,1633824000_10.0_100.0
1000.0,100.0,4009157.44945134,13968,1182,BTC,BTC,1633824000,1633824000_100.0_1000.0
10000.0,1000.0,5270918.31678237,2065,1182,BTC,BTC,1633824000,1633824000_1000.0_10000.0
100000.0,10000.0,2027101.87340764,79,1182,BTC,BTC,1633824000,1633824000_10000.0_100000.0
0.0,100000.0,572901.77159934,3,1182,BTC,BTC,1633824000,1633824000_100000.0_0.0
0.001,1e-08,3981.2491464,19620733,1182,BTC,BTC,1633910400,1633910400_1e-08_0.001
0.01,0.001,36544.14927881,9618436,1182,BTC,BTC,1633910400,1633910400_0.001_0.01
0.1,0.01,191180.2616502,5890888,1182,BTC,BTC,1633910400,1633910400_0.01_0.1
1.0,0.1,760238.87169106,2438121,1182,BTC,BTC,1633910400,1633910400_0.1_1.0
10.0,1.0,1703490.02957639,665428,1182,BTC,BTC,1633910400,1633910400_1.0_10.0
100.0,10.0,4264467.41051878,131341,1182,BTC,BTC,1633910400,1633910400_10.0_100.0
1000.0,100.0,3999804.04645147,13973,1182,BTC,BTC,1633910400,1633910400_100.0_1000.0
10000.0,1000.0,5290215.57152862,2073,1182,BTC,BTC,1633910400,1633910400_1000.0_10000.0
100000.0,10000.0,2018378.93339782,78,1182,BTC,BTC,1633910400,1633910400_10000.0_100000.0
0.0,100000.0,572901.77173141,3,1182,BTC,BTC,1633910400,1633910400_100000.0_0.0
0.001,1e-08,3986.89112294,19637521,1182,BTC,BTC,1633996800,1633996800_1e-08_0.001
0.01,0.001,36574.45303483,9619633,1182,BTC,BTC,1633996800,1633996800_0.001_0.01
0.1,0.01,191399.07357349,5897309,1182,BTC,BTC,1633996800,1633996800_0.01_0.1
1.0,0.1,760493.06117315,2439533,1182,BTC,BTC,1633996800,1633996800_0.1_1.0
10.0,1.0,1704778.3238489,665882,1182,BTC,BTC,1633996800,1633996800_1.0_10.0
100.0,10.0,4263960.79342186,131263,1182,BTC,BTC,1633996800,1633996800_10.0_100.0
1000.0,100.0,3996318.35951661,13939,1182,BTC,BTC,1633996800,1633996800_100.0_1000.0
10000.0,1000.0,5293469.13098105,2071,1182,BTC,BTC,1633996800,1633996800_1000.0_10000.0
100000.0,10000.0,2019657.94154229,78,1182,BTC,BTC,1633996800,1633996800_10000.0_100000.0
0.0,100000.0,571401.76675584,3,1182,BTC,BTC,1633996800,1633996800_100000.0_0.0
0.001,1e-08,3983.31776026,19615600,1182,BTC,BTC,1634083200,1634083200_1e-08_0.001
0.01,0.001,36554.47604213,9600194,1182,BTC,BTC,1634083200,1634083200_0.001_0.01
0.1,0.01,191419.17597016,5899051,1182,BTC,BTC,1634083200,1634083200_0.01_0.1
1.0,0.1,760724.05531936,2439576,1182,BTC,BTC,1634083200,1634083200_0.1_1.0
10.0,1.0,1704669.47638095,665861,1182,BTC,BTC,1634083200,1634083200_1.0_10.0
100.0,10.0,4264082.61205345,131335,1182,BTC,BTC,1634083200,1634083200_10.0_100.0
1000.0,100.0,4010099.50770308,13977,1182,BTC,BTC,1634083200,1634083200_100.0_1000.0
10000.0,1000.0,5296201.13737923,2068,1182,BTC,BTC,1634083200,1634083200_1000.0_10000.0
100000.0,10000.0,2003466.51959207,77,1182,BTC,BTC,1634083200,1634083200_10000.0_100000.0
0.0,100000.0,571895.76677027,3,1182,BTC,BTC,1634083200,1634083200_100000.0_0.0
0.001,1e-08,3982.52520982,19612775,1182,BTC,BTC,1634169600,1634169600_1e-08_0.001
0.01,0.001,36537.77568575,9594301,1182,BTC,BTC,1634169600,1634169600_0.001_0.01
0.1,0.01,191334.99255856,5895935,1182,BTC,BTC,1634169600,1634169600_0.01_0.1
1.0,0.1,760407.35603683,2439175,1182,BTC,BTC,1634169600,1634169600_0.1_1.0
10.0,1.0,1704674.53982065,665804,1182,BTC,BTC,1634169600,1634169600_1.0_10.0
100.0,10.0,4266511.81127606,131373,1182,BTC,BTC,1634169600,1634169600_10.0_100.0
1000.0,100.0,4007963.46186364,13972,1182,BTC,BTC,1634169600,1634169600_100.0_1000.0
10000.0,1000.0,5307179.97535086,2069,1182,BTC,BTC,1634169600,1634169600_1000.0_10000.0
100000.0,10000.0,1993464.09039075,77,1182,BTC,BTC,1634169600,1634169600_10000.0_100000.0
0.0,100000.0,571895.76677804,3,1182,BTC,BTC,1634169600,1634169600_100000.0_0.0
0.001,1e-08,3997.94822899,19649724,1182,BTC,BTC,1634256000,1634256000_1e-08_0.001
0.01,0.001,36646.32365641,9626320,1182,BTC,BTC,1634256000,1634256000_0.001_0.01
0.1,0.01,191503.10370655,5903416,1182,BTC,BTC,1634256000,1634256000_0.01_0.1
1.0,0.1,760216.81895186,2438646,1182,BTC,BTC,1634256000,1634256000_0.1_1.0
10.0,1.0,1703896.62826887,665907,1182,BTC,BTC,1634256000,1634256000_1.0_10.0
100.0,10.0,4265649.51715099,131421,1182,BTC,BTC,1634256000,1634256000_10.0_100.0
1000.0,100.0,4008666.88334367,14008,1182,BTC,BTC,1634256000,1634256000_100.0_1000.0
10000.0,1000.0,5300315.26525026,2069,1182,BTC,BTC,1634256000,1634256000_1000.0_10000.0
100000.0,10000.0,2002045.28945095,77,1182,BTC,BTC,1634256000,1634256000_10000.0_100000.0
0.0,100000.0,571895.76696241,3,1182,BTC,BTC,1634256000,1634256000_100000.0_0.0
0.001,1e-08,4008.11656953,19676237,1182,BTC,BTC,1634342400,1634342400_1e-08_0.001
0.01,0.001,36670.25250736,9638713,1182,BTC,BTC,1634342400,1634342400_0.001_0.01
0.1,0.01,191266.22322584,5897216,1182,BTC,BTC,1634342400,1634342400_0.01_0.1
1.0,0.1,759761.41565354,2436978,1182,BTC,BTC,1634342400,1634342400_0.1_1.0
10.0,1.0,1704394.93884664,665892,1182,BTC,BTC,1634342400,1634342400_1.0_10.0
100.0,10.0,4266195.25818085,131379,1182,BTC,BTC,1634342400,1634342400_10.0_100.0
1000.0,100.0,4006987.83087937,14000,1182,BTC,BTC,1634342400,1634342400_100.0_1000.0
10000.0,1000.0,5295348.26580412,2068,1182,BTC,BTC,1634342400,1634342400_1000.0_10000.0
100000.0,10000.0,2009136.72632803,77,1182,BTC,BTC,1634342400,1634342400_10000.0_100000.0
0.0,100000.0,571895.76697568,3,1182,BTC,BTC,1634342400,1634342400_100000.0_0.0
0.001,1e-08,4004.48734147,19676323,1182,BTC,BTC,1634428800,1634428800_1e-08_0.001
0.01,0.001,36628.52967072,9620271,1182,BTC,BTC,1634428800,1634428800_0.001_0.01
0.1,0.01,191248.11629961,5895783,1182,BTC,BTC,1634428800,1634428800_0.01_0.1
1.0,0.1,760166.84086065,2438284,1182,BTC,BTC,1634428800,1634428800_0.1_1.0
10.0,1.0,1704207.55425649,665887,1182,BTC,BTC,1634428800,1634428800_1.0_10.0
100.0,10.0,4266303.60010865,131355,1182,BTC,BTC,1634428800,1634428800_10.0_100.0
1000.0,100.0,4003299.09884168,13988,1182,BTC,BTC,1634428800,1634428800_100.0_1000.0
10000.0,1000.0,5294565.66685073,2071,1182,BTC,BTC,1634428800,1634428800_1000.0_10000.0
100000.0,10000.0,2014345.13365771,78,1182,BTC,BTC,1634428800,1634428800_10000.0_100000.0
0.0,100000.0,571895.76708325,3,1182,BTC,BTC,1634428800,1634428800_100000.0_0.0
0.001,1e-08,4008.2722946,19687788,1182,BTC,BTC,1634515200,1634515200_1e-08_0.001
0.01,0.001,36622.65331054,9621071,1182,BTC,BTC,1634515200,1634515200_0.001_0.01
0.1,0.01,191231.57760403,5895579,1182,BTC,BTC,1634515200,1634515200_0.01_0.1
1.0,0.1,758291.27003948,2434829,1182,BTC,BTC,1634515200,1634515200_0.1_1.0
10.0,1.0,1702536.73997144,664754,1182,BTC,BTC,1634515200,1634515200_1.0_10.0
100.0,10.0,4264978.05837842,131223,1182,BTC,BTC,1634515200,1634515200_10.0_100.0
