TO,FROM,TOTALVOLUME,ADDRESSESCOUNT,ID,SYMBOL,PARTNER_SYMBOL,TIME,MERGE_KEY
1000.0,100.0,3906171.57110465,14056,1182,BTC,BTC,1675728000,1675728000_100.0_1000.0
10000.0,1000.0,4590772.91012101,1924,1182,BTC,BTC,1675728000,1675728000_1000.0_10000.0
100000.0,10000.0,2330510.11860636,110,1182,BTC,BTC,1675728000,1675728000_10000.0_100000.0
0.0,100000.0,668305.78392034,4,1182,BTC,BTC,1675728000,1675728000_100000.0_0.0
0.001,0.0,4492.27296069,22232845,1182,BTC,BTC,1675814400,1675814400_0.0_0.001
0.01,0.001,38926.44089382,10391809,1182,BTC,BTC,1675814400,1675814400_0.001_0.01
0.1,0.01,246053.15774704,7323306,1182,BTC,BTC,1675814400,1675814400_0.01_0.1
1.0,0.1,1007843.20352477,3241775,1182,BTC,BTC,1675814400,1675814400_0.1_1.0
10.0,1.0,2063297.65126584,825259,1182,BTC,BTC,1675814400,1675814400_1.0_10.0
100.0,10.0,4428468.40158178,139079,1182,BTC,BTC,1675814400,1675814400_10.0_100.0
1000.0,100.0,3906849.12460306,14061,1182,BTC,BTC,1675814400,1675814400_100.0_1000.0
10000.0,1000.0,4577305.4032595,1921,1182,BTC,BTC,1675814400,1675814400_1000.0_10000.0
100000.0,10000.0,2343704.61519202,111,1182,BTC,BTC,1675814400,1675814400_10000.0_100000.0
0.0,100000.0,668305.78401334,4,1182,BTC,BTC,1675814400,1675814400_100000.0_0.0
0.001,0.0,4502.00628758,22269145,1182,BTC,BTC,1675900800,1675900800_0.0_0.001
0.01,0.001,39036.92166043,10423696,1182,BTC,BTC,1675900800,1675900800_0.001_0.01
0.1,0.01,245966.99506465,7320915,1182,BTC,BTC,1675900800,1675900800_0.01_0.1
1.0,0.1,1008049.5137916,3242039,1182,BTC,BTC,1675900800,1675900800_0.1_1.0
10.0,1.0,2064132.6652734,825625,1182,BTC,BTC,1675900800,1675900800_1.0_10.0
100.0,10.0,4429258.16677686,139130,1182,BTC,BTC,1675900800,1675900800_10.0_100.0
1000.0,100.0,3905680.91386914,14053,1182,BTC,BTC,1675900800,1675900800_100.0_1000.0
10000.0,1000.0,4595571.30576625,1926,1182,BTC,BTC,1675900800,1675900800_1000.0_10000.0
100000.0,10000.0,2325754.28253861,110,1182,BTC,BTC,1675900800,1675900800_10000.0_100000.0
0.0,100000.0,668305.78401334,4,1182,BTC,BTC,1675900800,1675900800_100000.0_0.0
0.001,0.0,4517.23852407,22310984,1182,BTC,BTC,1675987200,1675987200_0.0_0.001
0.01,0.001,39269.45525729,10496938,1182,BTC,BTC,1675987200,1675987200_0.001_0.01
0.1,0.01,246123.82492108,7327536,1182,BTC,BTC,1675987200,1675987200_0.01_0.1
1.0,0.1,1008245.69576342,3241921,1182,BTC,BTC,1675987200,1675987200_0.1_1.0
10.0,1.0,2063531.11067364,825450,1182,BTC,BTC,1675987200,1675987200_1.0_10.0
100.0,10.0,4427531.02054634,139100,1182,BTC,BTC,1675987200,1675987200_10.0_100.0
1000.0,100.0,3912512.08754023,14070,1182,BTC,BTC,1675987200,1675987200_100.0_1000.0
10000.0,1000.0,4576596.09122007,1924,1182,BTC,BTC,1675987200,1675987200_1000.0_10000.0
100000.0,10000.0,2345544.998025,111,1182,BTC,BTC,1675987200,1675987200_10000.0_100000.0
0.0,100000.0,663305.78257072,4,1182,BTC,BTC,1675987200,1675987200_100000.0_0.0
0.001,0.0,4527.37679414,22335159,1182,BTC,BTC,1676073600,1676073600_0.0_0.001
0.01,0.001,39379.13153317,10533681,1182,BTC,BTC,1676073600,1676073600_0.001_0.01
0.1,0.01,246384.32728499,7334326,1182,BTC,BTC,1676073600,1676073600_0.01_0.1
1.0,0.1,1008351.44597039,3242402,1182,BTC,BTC,1676073600,1676073600_0.1_1.0
10.0,1.0,2063808.52847106,825479,1182,BTC,BTC,1676073600,1676073600_1.0_10.0
100.0,10.0,4431646.5402908,139266,1182,BTC,BTC,1676073600,1676073600_10.0_100.0
1000.0,100.0,3906690.11331091,14056,1182,BTC,BTC,1676073600,1676073600_100.0_1000.0
10000.0,1000.0,4576628.56385677,1924,1182,BTC,BTC,1676073600,1676073600_1000.0_10000.0
100000.0,10000.0,2347380.49486377,111,1182,BTC,BTC,1676073600,1676073600_10000.0_100000.0
0.0,100000.0,663305.78266586,4,1182,BTC,BTC,1676073600,1676073600_100000.0_0.0
0.001,0.0,4534.86430955,22351701,1182,BTC,BTC,1676160000,1676160000_0.0_0.001
0.01,0.001,39473.20827509,10560524,1182,BTC,BTC,1676160000,1676160000_0.001_0.01
0.1,0.01,246560.30000014,7340706,1182,BTC,BTC,1676160000,1676160000_0.01_0.1
1.0,0.1,1008674.92638042,3243667,1182,BTC,BTC,1676160000,1676160000_0.1_1.0
10.0,1.0,2064769.91445984,825834,1182,BTC,BTC,1676160000,1676160000_1.0_10.0
100.0,10.0,4431181.89098855,139214,1182,BTC,BTC,1676160000,1676160000_10.0_100.0
1000.0,100.0,3906532.97925033,14048,1182,BTC,BTC,1676160000,1676160000_100.0_1000.0
10000.0,1000.0,4577402.07117137,1925,1182,BTC,BTC,1676160000,1676160000_1000.0_10000.0
100000.0,10000.0,2346678.86754071,111,1182,BTC,BTC,1676160000,1676160000_10000.0_100000.0
0.0,100000.0,663305.78266586,4,1182,BTC,BTC,1676160000,1676160000_100000.0_0.0
0.001,0.0,4537.52712499,22365829,1182,BTC,BTC,1676246400,1676246400_0.0_0.001
0.01,0.001,39405.46990098,10541870,1182,BTC,BTC,1676246400,1676246400_0.001_0.01
0.1,0.01,246812.80715581,7347492,1182,BTC,BTC,1676246400,1676246400_0.01_0.1
1.0,0.1,1009299.23732528,3245638,1182,BTC,BTC,1676246400,1676246400_0.1_1.0
10.0,1.0,2065077.69532063,825979,1182,BTC,BTC,1676246400,1676246400_1.0_10.0
100.0,10.0,4430397.30548284,139228,1182,BTC,BTC,1676246400,1676246400_10.0_100.0
1000.0,100.0,3910729.78542037,14070,1182,BTC,BTC,1676246400,1676246400_100.0_1000.0
10000.0,1000.0,4578987.47124392,1926,1182,BTC,BTC,1676246400,1676246400_1000.0_10000.0
100000.0,10000.0,2341536.7233793,111,1182,BTC,BTC,1676246400,1676246400_10000.0_100000.0
0.0,100000.0,663305.78268774,4,1182,BTC,BTC,1676246400,1676246400_100000.0_0.0
0.001,0.0,4550.37278884,22408732,1182,BTC,BTC,1676332800,1676332800_0.0_0.001
0.01,0.001,39480.39708836,10560253,1182,BTC,BTC,1676332800,1676332800_0.001_0.01
0.1,0.01,247149.02781241,7358220,1182,BTC,BTC,1676332800,1676332800_0.01_0.1
1.0,0.1,1010376.18246791,3249214,1182,BTC,BTC,1676332800,1676332800_0.1_1.0
10.0,1.0,2066264.17578889,826311,1182,BTC,BTC,1676332800,1676332800_1.0_10.0
100.0,10.0,4431675.62569264,139302,1182,BTC,BTC,1676332800,1676332800_10.0_100.0
1000.0,100.0,3914305.97230303,14088,1182,BTC,BTC,1676332800,1676332800_100.0_1000.0
10000.0,1000.0,4583925.15062652,1928,1182,BTC,BTC,1676332800,1676332800_1000.0_10000.0
100000.0,10000.0,2330019.61774038,110,1182,BTC,BTC,1676332800,1676332800_10000.0_100000.0
0.0,100000.0,663305.78273288,4,1182,BTC,BTC,1676332800,1676332800_100000.0_0.0
0.001,0.0,4559.50774797,22441501,1182,BTC,BTC,1676419200,1676419200_0.0_0.001
0.01,0.001,39483.71234587,10563427,1182,BTC,BTC,1676419200,1676419200_0.001_0.01
0.1,0.01,247135.51848201,7357959,1182,BTC,BTC,1676419200,1676419200_0.01_0.1
1.0,0.1,1010314.31669829,3249349,1182,BTC,BTC,1676419200,1676419200_0.1_1.0
10.0,1.0,2065619.14855702,826082,1182,BTC,BTC,1676419200,1676419200_1.0_10.0
100.0,10.0,4429508.09047388,139212,1182,BTC,BTC,1676419200,1676419200_10.0_100.0
1000.0,100.0,3910903.37716194,14086,1182,BTC,BTC,1676419200,1676419200_100.0_1000.0
10000.0,1000.0,4575544.45016221,1924,1182,BTC,BTC,1676419200,1676419200_1000.0_10000.0
100000.0,10000.0,2345697.15067979,111,1182,BTC,BTC,1676419200,1676419200_10000.0_100000.0
0.0,100000.0,663305.78273288,4,1182,BTC,BTC,1676419200,1676419200_100000.0_0.0
0.001,0.0,4558.19081185,22443409,1182,BTC,BTC,1676505600,1676505600_0.0_0.001
0.01,0.001,39408.31597694,10532501,1182,BTC,BTC,1676505600,1676505600_0.001_0.01
0.1,0.01,246739.80454683,7346805,1182,BTC,BTC,1676505600,1676505600_0.01_0.1
1.0,0.1,1009794.42834176,3247614,1182,BTC,BTC,1676505600,1676505600_0.1_1.0
10.0,1.0,2063580.58040492,825356,1182,BTC,BTC,1676505600,1676505600_1.0_10.0
100.0,10.0,4426746.28133841,139131,1182,BTC,BTC,1676505600,1676505600_10.0_100.0
1000.0,100.0,3910854.30533037,14067,1182,BTC,BTC,1676505600,1676505600_100.0_1000.0
10000.0,1000.0,4585569.12365054,1922,1182,BTC,BTC,1676505600,1676505600_1000.0_10000.0
100000.0,10000.0,2342632.99188548,110,1182,BTC,BTC,1676505600,1676505600_10000.0_100000.0
0.0,100000.0,663305.78275476,4,1182,BTC,BTC,1676505600,1676505600_100000.0_0.0
0.001,0.0,4558.00438378,22441509,1182,BTC,BTC,1676592000,1676592000_0.0_0.001
0.01,0.001,39378.62579395,10516751,1182,BTC,BTC,1676592000,1676592000_0.001_0.01
0.1,0.01,246389.00197848,7336547,1182,BTC,BTC,1676592000,1676592000_0.01_0.1
1.0,0.1,1009792.21814217,3247272,1182,BTC,BTC,1676592000,1676592000_0.1_1.0
10.0,1.0,2063446.36023138,825208,1182,BTC,BTC,1676592000,1676592000_1.0_10.0
100.0,10.0,4430028.25882552,139230,1182,BTC,BTC,1676592000,1676592000_10.0_100.0
1000.0,100.0,3907780.42554905,14046,1182,BTC,BTC,1676592000,1676592000_100.0_1000.0
10000.0,1000.0,4599030.12618651,1923,1182,BTC,BTC,1676592000,1676592000_1000.0_10000.0
100000.0,10000.0,2330512.24885322,109,1182,BTC,BTC,1676592000,1676592000_10000.0_100000.0
0.0,100000.0,663305.7850978,4,1182,BTC,BTC,1676592000,1676592000_100000.0_0.0
0.001,0.0,4553.19944289,22438495,1182,BTC,BTC,1676678400,1676678400_0.0_0.001
0.01,0.001,39301.80886486,10488546,1182,BTC,BTC,1676678400,1676678400_0.001_0.01
0.1,0.01,245209.90599713,7282958,1182,BTC,BTC,1676678400,1676678400_0.01_0.1
1.0,0.1,1009397.58237106,3244725,1182,BTC,BTC,1676678400,1676678400_0.1_1.0
10.0,1.0,2063721.49063161,825173,1182,BTC,BTC,1676678400,1676678400_1.0_10.0
100.0,10.0,4428389.82796269,139168,1182,BTC,BTC,1676678400,1676678400_10.0_100.0
1000.0,100.0,3909879.10995524,14057,1182,BTC,BTC,1676678400,1676678400_100.0_1000.0
10000.0,1000.0,4599143.36353558,1923,1182,BTC,BTC,1676678400,1676678400_1000.0_10000.0
100000.0,10000.0,2332368.981183,109,1182,BTC,BTC,1676678400,1676678400_10000.0_100000.0
0.0,100000.0,663305.7850978,4,1182,BTC,BTC,1676678400,1676678400_100000.0_0.0
0.001,0.0,4547.92999793,22432600,1182,BTC,BTC,1676764800,1676764800_0.0_0.001
0.01,0.001,38950.62046425,10427291,1182,BTC,BTC,1676764800,1676764800_0.001_0.01
0.1,0.01,244728.95485483,7262928,1182,BTC,BTC,1676764800,1676764800_0.01_0.1
1.0,0.1,1009331.66006127,3244012,1182,BTC,BTC,1676764800,1676764800_0.1_1.0
10.0,1.0,2063380.91371235,824928,1182,BTC,BTC,1676764800,1676764800_1.0_10.0
100.0,10.0,4430093.53698692,139218,1182,BTC,BTC,1676764800,1676764800_10.0_100.0
1000.0,100.0,3913643.68352762,14062,1182,BTC,BTC,1676764800,1676764800_100.0_1000.0
10000.0,1000.0,4596554.99027728,1921,1182,BTC,BTC,1676764800,1676764800_1000.0_10000.0
100000.0,10000.0,2331745.48006161,109,1182,BTC,BTC,1676764800,1676764800_10000.0_100000.0
0.0,100000.0,663305.7850978,4,1182,BTC,BTC,1676764800,1676764800_100000.0_0.0
0.001,0.0,4546.11459717,22433085,1182,BTC,BTC,1676851200,1676851200_0.0_0.001
0.01,0.001,38851.87687094,10398319,1182,BTC,BTC,1676851200,1676851200_0.001_0.01
0.1,0.01,244684.81825696,7261645,1182,BTC,BTC,1676851200,1676851200_0.01_0.1
1.0,0.1,1009493.17448687,3244772,1182,BTC,BTC,1676851200,1676851200_0.1_1.0
10.0,1.0,2063596.81016777,825022,1182,BTC,BTC,1676851200,1676851200_1.0_10.0
100.0,10.0,4429870.45902038,139240,1182,BTC,BTC,1676851200,1676851200_10.0_100.0
1000.0,100.0,3914745.17824872,14063,1182,BTC,BTC,1676851200,1676851200_100.0_1000.0
10000.0,1000.0,4594152.11991933,1918,1182,BTC,BTC,1676851200,1676851200_1000.0_10000.0
100000.0,10000.0,2333955.96837592,109,1182,BTC,BTC,1676851200,1676851200_10000.0_100000.0
0.0,100000.0,663305.7850978,4,1182,BTC,BTC,1676851200,1676851200_100000.0_0.0
0.001,0.0,4554.69627969,22452974,1182,BTC,BTC,1676937600,1676937600_0.0_0.001
0.01,0.001,38573.04853503,10324150,1182,BTC,BTC,1676937600,1676937600_0.001_0.01
0.1,0.01,244330.65509053,7247234,1182,BTC,BTC,1676937600,1676937600_0.01_0.1
1.0,0.1,1009358.98729059,3244642,1182,BTC,BTC,1676937600,1676937600_0.1_1.0
10.0,1.0,2064552.39536011,825317,1182,BTC,BTC,1676937600,1676937600_1.0_10.0
100.0,10.0,4428907.7430221,139312,1182,BTC,BTC,1676937600,1676937600_10.0_100.0
1000.0,100.0,3912911.21969276,14067,1182,BTC,BTC,1676937600,1676937600_100.0_1000.0
10000.0,1000.0,4584455.0599711,1921,1182,BTC,BTC,1676937600,1676937600_1000.0_10000.0
100000.0,10000.0,2347296.4646619,110,1182,BTC,BTC,1676937600,1676937600_10000.0_100000.0
0.0,100000.0,663305.78513805,4,1182,BTC,BTC,1676937600,1676937600_100000.0_0.0
0.001,0.0,4547.36102112,22458851,1182,BTC,BTC,1677024000,1677024000_0.0_0.001
0.01,0.001,38640.01391057,10333408,1182,BTC,BTC,1677024000,1677024000_0.001_0.01
0.1,0.01,244443.33963037,7252954,1182,BTC,BTC,1677024000,1677024000_0.01_0.1
1.0,0.1,1009677.8737099,3245503,1182,BTC,BTC,1677024000,1677024000_0.1_1.0
10.0,1.0,2066974.89930655,826682,1182,BTC,BTC,1677024000,1677024000_1.0_10.0
100.0,10.0,4426765.72630761,139259,1182,BTC,BTC,1677024000,1677024000_10.0_100.0
1000.0,100.0,3919399.25275608,14086,1182,BTC,BTC,1677024000,1677024000_100.0_1000.0
10000.0,1000.0,4577173.58253923,1916,1182,BTC,BTC,1677024000,1677024000_1000.0_10000.0
100000.0,10000.0,2348193.22072238,110,1182,BTC,BTC,1677024000,1677024000_10000.0_100000.0
0.0,100000.0,663305.78513805,4,1182,BTC,BTC,1677024000,1677024000_100000.0_0.0
0.001,0.0,4526.01128588,22436218,1182,BTC,BTC,1677110400,1677110400_0.0_0.001
0.01,0.001,38440.0887576,10265972,1182,BTC,BTC,1677110400,1677110400_0.001_0.01
0.1,0.01,244156.66889936,7243464,1182,BTC,BTC,1677110400,1677110400_0.01_0.1
1.0,0.1,1009966.37834355,3245985,1182,BTC,BTC,1677110400,1677110400_0.1_1.0
10.0,1.0,2067272.75224842,826882,1182,BTC,BTC,1677110400,1677110400_1.0_10.0
100.0,10.0,4425752.88604861,139308,1182,BTC,BTC,1677110400,1677110400_10.0_100.0
1000.0,100.0,3918752.04824299,14086,1182,BTC,BTC,1677110400,1677110400_100.0_1000.0
10000.0,1000.0,4566790.57884548,1915,1182,BTC,BTC,1677110400,1677110400_1000.0_10000.0
100000.0,10000.0,2361226.60670152,111,1182,BTC,BTC,1677110400,1677110400_10000.0_100000.0
0.0,100000.0,663305.78566845,4,1182,BTC,BTC,1677110400,1677110400_100000.0_0.0
0.001,0.0,4538.24545152,22464775,1182,BTC,BTC,1677196800,1677196800_0.0_0.001
0.01,0.001,38510.44317831,10272209,1182,BTC,BTC,1677196800,1677196800_0.001_0.01
0.1,0.01,244580.49412315,7256162,1182,BTC,BTC,1677196800,1677196800_0.01_0.1
1.0,0.1,1010390.70382539,3248112,1182,BTC,BTC,1677196800,1677196800_0.1_1.0
10.0,1.0,2067309.16073799,826845,1182,BTC,BTC,1677196800,1677196800_1.0_10.0
100.0,10.0,4425925.50435709,139335,1182,BTC,BTC,1677196800,1677196800_10.0_100.0
1000.0,100.0,3916580.6238322,14085,1182,BTC,BTC,1677196800,1677196800_100.0_1000.0
10000.0,1000.0,4595283.24112344,1917,1182,BTC,BTC,1677196800,1677196800_1000.0_10000.0
100000.0,10000.0,2334609.35274432,109,1182,BTC,BTC,1677196800,1677196800_10000.0_100000.0
0.0,100000.0,663305.78566845,4,1182,BTC,BTC,1677196800,1677196800_100000.0_0.0
0.001,0.0,4553.9162191,22500154,1182,BTC,BTC,1677283200,1677283200_0.0_0.001
0.01,0.001,38677.00593263,10323560,1182,BTC,BTC,1677283200,1677283200_0.001_0.01
0.1,0.01,244952.41161152,7269961,1182,BTC,BTC,1677283200,1677283200_0.01_0.1
1.0,0.1,1010458.64815992,3248873,1182,BTC,BTC,1677283200,1677283200_0.1_1.0
10.0,1.0,2067067.84885941,826914,1182,BTC,BTC,1677283200,1677283200_1.0_10.0
100.0,10.0,4428055.32161017,139307,1182,BTC,BTC,1677283200,1677283200_10.0_100.0
1000.0,100.0,3915213.989556,14076,1182,BTC,BTC,1677283200,1677283200_100.0_1000.0
10000.0,1000.0,4592890.59205552,1916,1182,BTC,BTC,1677283200,1677283200_1000.0_10000.0
100000.0,10000.0,2336526.78536914,109,1182,BTC,BTC,1677283200,1677283200_10000.0_100000.0
0.0,100000.0,663305.78566845,4,1182,BTC,BTC,1677283200,1677283200_100000.0_0.0
0.001,0.0,4537.25370683,22495612,1182,BTC,BTC,1677369600,1677369600_0.0_0.001
0.01,0.001,38664.87820754,10319909,1182,BTC,BTC,1677369600,1677369600_0.001_0.01
0.1,0.01,244709.43106644,7260903,1182,BTC,BTC,1677369600,1677369600_0.01_0.1
1.0,0.1,1010446.38495327,3248313,1182,BTC,BTC,1677369600,1677369600_0.1_1.0
10.0,1.0,2066894.18490429,826948,1182,BTC,BTC,1677369600,1677369600_1.0_10.0
100.0,10.0,4428895.93070796,139351,1182,BTC,BTC,1677369600,1677369600_10.0_100.0
1000.0,100.0,3909381.42295567,14071,1182,BTC,BTC,1677369600,1677369600_100.0_1000.0
10000.0,1000.0,4598545.53065596,1921,1182,BTC,BTC,1677369600,1677369600_1000.0_10000.0
100000.0,10000.0,2337371.50219334,109,1182,BTC,BTC,1677369600,1677369600_10000.0_100000.0
0.0,100000.0,663305.78569056,4,1182,BTC,BTC,1677369600,1677369600_100000.0_0.0
0.001,0.0,4539.66473628,22510830,1182,BTC,BTC,1677456000,1677456000_0.0_0.001
0.01,0.001,38502.95636842,10269160,1182,BTC,BTC,1677456000,1677456000_0.001_0.01
0.1,0.01,244939.96117173,7265681,1182,BTC,BTC,1677456000,1677456000_0.01_0.1
1.0,0.1,1011101.27574213,3250897,1182,BTC,BTC,1677456000,1677456000_0.1_1.0
10.0,1.0,2066762.78210125,827043,1182,BTC,BTC,1677456000,1677456000_1.0_10.0
100.0,10.0,4433711.31108888,139554,1182,BTC,BTC,1677456000,1677456000_10.0_100.0
1000.0,100.0,3910396.72865983,14065,1182,BTC,BTC,1677456000,1677456000_100.0_1000.0
10000.0,1000.0,4591437.71216626,1918,1182,BTC,BTC,1677456000,1677456000_1000.0_10000.0
100000.0,10000.0,2338929.12731652,110,1182,BTC,BTC,1677456000,1677456000_10000.0_100000.0
0.0,100000.0,663305.78569056,4,1182,BTC,BTC,1677456000,1677456000_100000.0_0.0
0.001,0.0,4549.44775022,22545675,1182,BTC,BTC,1677542400,1677542400_0.0_0.001
0.01,0.001,38624.49549,10297247,1182,BTC,BTC,1677542400,1677542400_0.001_0.01
0.1,0.01,245505.78894569,7284389,1182,BTC,BTC,1677542400,1677542400_0.01_0.1
1.0,0.1,1012050.30595613,3254544,1182,BTC,BTC,1677542400,1677542400_0.1_1.0
10.0,1.0,2066891.18778261,827015,1182,BTC,BTC,1677542400,1677542400_1.0_10.0
100.0,10.0,4430829.82968475,139499,1182,BTC,BTC,1677542400,1677542400_10.0_100.0
1000.0,100.0,3912570.94534735,14066,1182,BTC,BTC,1677542400,1677542400_100.0_1000.0
10000.0,1000.0,4570712.49027479,1898,1182,BTC,BTC,1677542400,1677542400_1000.0_10000.0
100000.0,10000.0,2359443.27811976,111,1182,BTC,BTC,1677542400,1677542400_10000.0_100000.0
0.0,100000.0,663305.78569056,4,1182,BTC,BTC,1677542400,1677542400_100000.0_0.0
0.001,0.0,4555.97137055,22580284,1182,BTC,BTC,1677628800,1677628800_0.0_0.001
0.01,0.001,38764.02466836,10337602,1182,BTC,BTC,1677628800,1677628800_0.001_0.01
0.1,0.01,246023.28582578,7300716,1182,BTC,BTC,1677628800,1677628800_0.01_0.1
1.0,0.1,1012346.18485047,3255993,1182,BTC,BTC,1677628800,1677628800_0.1_1.0
10.0,1.0,2067095.58197269,827062,1182,BTC,BTC,1677628800,1677628800_1.0_10.0
100.0,10.0,4429410.09965663,139520,1182,BTC,BTC,1677628800,1677628800_10.0_100.0
1000.0,100.0,3907008.12929312,14042,1182,BTC,BTC,1677628800,1677628800_100.0_1000.0
10000.0,1000.0,4557960.34752306,1899,1182,BTC,BTC,1677628800,1677628800_1000.0_10000.0
100000.0,10000.0,2379076.64419064,112,1182,BTC,BTC,1677628800,1677628800_10000.0_100000.0
0.0,100000.0,663305.78569056,4,1182,BTC,BTC,1677628800,1677628800_100000.0_0.0
0.001,0.0,4573.27427238,22621403,1182,BTC,BTC,1677715200,1677715200_0.0_0.001
0.01,0.001,38920.94366384,10392898,1182,BTC,BTC,1677715200,1677715200_0.001_0.01
0.1,0.01,246594.85581107,7319754,1182,BTC,BTC,1677715200,1677715200_0.01_0.1
1.0,0.1,1012843.19207015,3258009,1182,BTC,BTC,1677715200,1677715200_0.1_1.0
10.0,1.0,2067909.79646492,827217,1182,BTC,BTC,1677715200,1677715200_1.0_10.0
100.0,10.0,4425646.31185028,139396,1182,BTC,BTC,1677715200,1677715200_10.0_100.0
1000.0,100.0,3909601.40588234,14048,1182,BTC,BTC,1677715200,1677715200_100.0_1000.0
10000.0,1000.0,4556352.91607827,1898,1182,BTC,BTC,1677715200,1677715200_1000.0_10000.0
100000.0,10000.0,2380697.57323381,112,1182,BTC,BTC,1677715200,1677715200_10000.0_100000.0
0.0,100000.0,663305.7857148,4,1182,BTC,BTC,1677715200,1677715200_100000.0_0.0
0.001,0.0,4588.88396071,22663032,1182,BTC,BTC,1677801600,1677801600_0.0_0.001
0.01,0.001,38953.262248,10412459,1182,BTC,BTC,1677801600,1677801600_0.001_0.01
0.1,0.01,246993.93864154,7330678,1182,BTC,BTC,1677801600,1677801600_0.01_0.1
1.0,0.1,1013558.53945361,3260724,1182,BTC,BTC,1677801600,1677801600_0.1_1.0
10.0,1.0,2069074.37122699,827679,1182,BTC,BTC,1677801600,1677801600_1.0_10.0
100.0,10.0,4424022.5895418,139400,1182,BTC,BTC,1677801600,1677801600_10.0_100.0
1000.0,100.0,3916166.4606999,14071,1182,BTC,BTC,1677801600,1677801600_100.0_1000.0
10000.0,1000.0,4551514.57623003,1893,1182,BTC,BTC,1677801600,1677801600_1000.0_10000.0
100000.0,10000.0,2379317.64732448,112,1182,BTC,BTC,1677801600,1677801600_10000.0_100000.0
0.0,100000.0,663305.7857148,4,1182,BTC,BTC,1677801600,1677801600_100000.0_0.0
0.001,0.0,4599.87486965,22690802,1182,BTC,BTC,1677888000,1677888000_0.0_0.001
0.01,0.001,39048.98882648,10441941,1182,BTC,BTC,1677888000,1677888000_0.001_0.01
0.1,0.01,247349.31490677,7342859,1182,BTC,BTC,1677888000,1677888000_0.01_0.1
1.0,0.1,1013933.05152459,3261812,1182,BTC,BTC,1677888000,1677888000_0.1_1.0
10.0,1.0,2069682.46406171,827963,1182,BTC,BTC,1677888000,1677888000_1.0_10.0
100.0,10.0,4423959.45015725,139390,1182,BTC,BTC,1677888000,1677888000_10.0_100.0
1000.0,100.0,3916051.48739892,14074,1182,BTC,BTC,1677888000,1677888000_100.0_1000.0
10000.0,1000.0,4550761.02059154,1893,1182,BTC,BTC,1677888000,1677888000_1000.0_10000.0
100000.0,10000.0,2379754.61295008,112,1182,BTC,BTC,1677888000,1677888000_10000.0_100000.0
0.0,100000.0,663305.78975487,4,1182,BTC,BTC,1677888000,1677888000_100000.0_0.0
0.001,0.0,4600.39115827,22693421,1182,BTC,BTC,1677974400,1677974400_0.0_0.001
0.01,0.001,38808.84390759,10363670,1182,BTC,BTC,1677974400,1677974400_0.001_0.01
0.1,0.01,246744.16224383,7319923,1182,BTC,BTC,1677974400,1677974400_0.01_0.1
1.0,0.1,1014203.66422994,3262284,1182,BTC,BTC,1677974400,1677974400_0.1_1.0
10.0,1.0,2069946.54072483,828343,1182,BTC,BTC,1677974400,1677974400_1.0_10.0
100.0,10.0,4424741.5712356,139462,1182,BTC,BTC,1677974400,1677974400_10.0_100.0
1000.0,100.0,3916700.48088464,14071,1182,BTC,BTC,1677974400,1677974400_100.0_1000.0
10000.0,1000.0,4565391.47695253,1894,1182,BTC,BTC,1677974400,1677974400_1000.0_10000.0
100000.0,10000.0,2364971.88394976,111,1182,BTC,BTC,1677974400,1677974400_10000.0_100000.0
0.0,100000.0,663305.78975487,4,1182,BTC,BTC,1677974400,1677974400_100000.0_0.0
0.001,0.0,4612.58896058,22729328,1182,BTC,BTC,1678060800,1678060800_0.0_0.001
0.01,0.001,38841.97449045,10364034,1182,BTC,BTC,1678060800,1678060800_0.001_0.01
0.1,0.01,247198.83525299,7334402,1182,BTC,BTC,1678060800,1678060800_0.01_0.1
1.0,0.1,1015154.02157764,3265922,1182,BTC,BTC,1678060800,1678060800_0.1_1.0
10.0,1.0,2072150.65774697,829376,1182,BTC,BTC,1678060800,1678060800_1.0_10.0
100.0,10.0,4423669.1861715,139353,1182,BTC,BTC,1678060800,1678060800_10.0_100.0
1000.0,100.0,3912039.08422332,14073,1182,BTC,BTC,1678060800,1678060800_100.0_1000.0
10000.0,1000.0,4565758.76099641,1895,1182,BTC,BTC,1678060800,1678060800_1000.0_10000.0
100000.0,10000.0,2367508.90384222,111,1182,BTC,BTC,1678060800,1678060800_10000.0_100000.0
0.0,100000.0,663305.79177978,4,1182,BTC,BTC,1678060800,1678060800_100000.0_0.0
0.001,0.0,4618.29013623,22746804,1182,BTC,BTC,1678147200,1678147200_0.0_0.001
0.01,0.001,38849.00191364,10363164,1182,BTC,BTC,1678147200,1678147200_0.001_0.01
0.1,0.01,247141.02722446,7339088,1182,BTC,BTC,1678147200,1678147200_0.01_0.1
1.0,0.1,1014400.29778059,3261644,1182,BTC,BTC,1678147200,1678147200_0.1_1.0
10.0,1.0,2070838.90964003,828906,1182,BTC,BTC,1678147200,1678147200_1.0_10.0
100.0,10.0,4426513.81765356,139527,1182,BTC,BTC,1678147200,1678147200_10.0_100.0
1000.0,100.0,3905478.50706703,14032,1182,BTC,BTC,1678147200,1678147200_100.0_1000.0
10000.0,1000.0,4588316.72570218,1902,1182,BTC,BTC,1678147200,1678147200_1000.0_10000.0
100000.0,10000.0,2351808.68614436,111,1182,BTC,BTC,1678147200,1678147200_10000.0_100000.0
0.0,100000.0,663305.79177978,4,1182,BTC,BTC,1678147200,1678147200_100000.0_0.0
