TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,LASTMARKET,MEDIAN,TOPTIERVOLUME24HOUR,TOPTIERVOLUME24HOURTO,LASTTRADEID,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,VOLUMEDAY,VOLUMEDAYTO,OPENDAY,HIGHDAY,LOWDAY,VOLUME24HOUR,VOLUME24HOURTO,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,CHANGEHOUR,CHANGEPCTHOUR,CONVERSIONTYPE,CONVERSIONSYMBOL,CONVERSIONLASTUPDATE,SUPPLY,MKTCAP,MKTCAPPENALTY,CIRCULATINGSUPPLY,CIRCULATINGSUPPLYMKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,TOTALTOPTIERVOLUME24H,TOTALTOPTIERVOLUME24HTO,IMAGEURL,FETCHED_AT
5,CCCAGG,BTC,USD,2,CCCAGG,78869.7747905776,58747.62383505,4550144616.20884,1024399727,78869.7747905776,1770081994,0.09895,7805.1750105,689.60596661,54409022.8804527,79023.9986586043,79141.2666044752,78666.2215403861,1829.54783881,144179176.558984,78690.4648260035,79141.2666044752,78366.896852741,58747.62383505,4550144616.20884,77462.9340241667,79328.6967126894,74579.6347675836,1406.8407664109109,1.8161470180977242,179.3099645741022,0.2278674614142687,-154.22386802668916,-0.19516080006652126,direct,,1770081994,19982656.0,1576027578437.5845,0,19982656.0,1576027578437.5842,498036.397255257,39196751243.88964,246404.1491455268,19350572505.42847,/media/37746251/btc.png,2026-02-02 17:26:51.172470-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,92856.1717643012,15436.2204045,1423801607.388,982902480,92856.1717643012,1767616385,0.00096688,89.780319216,482.1480269,44842411.5509967,93082.0076730498,93160.3918012187,92850.5393997105,11233.86454408,1040417579.39302,91499.5758776808,93340.6186865099,91483.1333173648,15436.2204045,1423801607.388,91106.8772990011,93340.6186865099,90831.9800713835,1749.2944653000886,1.920046561972625,1356.5958866203873,1.4826253276123624,-225.83590874860238,-0.24262036713029456,direct,,1767616385,19971865.0,1854510926893.4353,0,19971865.0,1854510926893.4353,181489.842834324,16842905293.816154,89037.7179508736,8258154905.66386,/media/37746251/btc.png,2026-01-05 04:33:18.401928-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,96793.7971179007,49004.88868168,4728899745.83196,996021818,96793.7971179007,1768439402,0.00021,20.33052,223.74262329,21667623.6950796,96643.7899641726,96968.3380749721,96643.7847686424,1291.55734283,124915981.719271,96945.088402564,96991.0324315404,96485.1992431985,49004.88868168,4728899745.83196,95205.8519637312,97943.2224912141,94530.6945060171,1587.9451541695016,1.6679070891298065,-151.29128466329712,-0.15605874124851052,150.00715372810373,0.1552165470577197,direct,,1768439402,19975943.0,1933547373980.7488,0,19975943.0,1933547373980.7488,318291.678738433,30794190669.116024,171401.098292248,16576093626.877327,/media/37746251/btc.png,2026-01-14 17:10:08.559061-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,94900.7204920646,5561.97805065,529870530.259854,999107979,94900.7204920646,1768699014,0.00104334,99.0061008228,269.15488682,25548840.1275494,95079.2531888199,95079.5852611713,94835.4833173788,534.50843783,50790414.1842508,95117.6939031808,95205.9938294816,94835.4833173788,5561.97805065,529870530.259854,95361.1629489393,95607.5170515929,94835.4833173788,-460.44245687469083,-0.48284064773961777,-216.97341111619608,-0.2281104621155458,-178.53269675529737,-0.18777250637501908,direct,,1768699014,19977256.0,1895855987854.4207,0,19977256.0,1895855987854.4207,75531.9990105011,7170075932.194586,33291.4989205875,3161422039.716665,/media/37746251/btc.png,2026-01-17 17:17:04.530159-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,92505.6917117655,16459.98997355,1539749009.71252,1000032877,92505.6917117655,1768804170,0.00057,52.73241,420.40350619,38875541.7042637,92490.7081850273,92579.9039542232,92355.5189035705,9503.56433944,880069527.694523,93642.094492732,93642.8437488653,92119.7153145434,16459.98997355,1539749009.71252,95143.4972419472,95496.6745102665,92119.7153145434,-2637.8055301817076,-2.772449622567313,-1136.4027809664985,-1.2135597640382767,14.983526738200453,0.0162000346112887,direct,,1768804170,19977740.0,1848054657537.806,0,19977740.0,1848054657537.806,166297.559071051,15400576983.486307,81373.0852807434,7544579792.256204,/media/37746251/btc.png,2026-01-18 22:29:30.352477-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89782.0140684087,29755.24140647,2710742477.40767,1002075546,89782.0140684087,1768933622,5.514e-05,4.949923314,1035.43202389,92901505.9258767,89680.3756177661,89859.3461448269,89543.0494223895,26109.90703266,2372660940.22598,92569.4357131319,92813.5209723448,89339.3814954416,29755.24140647,2710742477.40767,93014.9683163392,93298.2253103267,89339.3814954416,-3232.954247930509,-3.4757354718816815,-2787.421644723203,-3.011168452361841,101.63845064259658,0.11333410452672273,direct,,1768933622,19978459.0,1793706287003.1262,0,19978459.0,1793706287003.1262,251700.572479963,22637441314.265644,135832.27727543798,12234552404.130447,/media/37746251/btc.png,2026-01-20 10:27:14.445709-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89993.064239311,41091.70518401,3666117556.31285,1005107534,89993.064239311,1769085265,0.002,179.948,297.32741197,26730831.1551768,89861.5876793486,90007.8146315404,89793.129052106,6894.82358915,619876836.079549,89380.6899214897,90290.4068747516,89380.6897477542,41091.70518401,3666117556.31285,88662.3165120299,90502.3423769834,87190.2906495922,1330.7477272811084,1.5009169392732362,612.3743178213044,0.6851304441252383,131.47655996240792,0.14631007904239712,direct,,1769085265,19979253.0,1797994198682.4468,0,19979253.0,1797994198682.447,276384.634134268,24840849226.389057,158068.024434475,14193174969.098099,/media/37746251/btc.png,2026-01-22 04:34:39.189285-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89147.4981545129,24012.15890109,2121506703.3426,1011661348,89147.4981545129,1769581661,0.23118342,20607.22769196,274.77296696,24482718.7997384,88978.2465164201,89171.8717056989,88978.2448689798,3478.09537664,309793967.195945,89136.2817812559,89386.5016175792,88729.355853209,24012.15890109,2121506703.3426,88241.3371838271,89447.8234435841,87212.2687982399,906.1609706857998,1.0269121022022332,11.216373257004307,0.012583398177332266,169.2516380927991,0.19021687290900402,direct,,1769581661,19981403.0,1781292087067.0784,0,19981403.0,1781292087067.0784,230367.921320185,20517606652.771976,127124.147607387,11313682526.245367,/media/37746251/btc.png,2026-01-27 22:27:44.393110-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89647.6597493821,26055.62026032,2328167621.05666,1012400228,89647.6597493821,1769624944,0.00197026,176.6144413442,1241.31361246,111347645.56589,90065.2997411089,90067.4235872714,89395.6465328674,19661.33869094,1759463002.04712,89136.2817812559,90481.3259183887,88729.355853209,26055.62026032,2328167621.05666,88184.1379120841,90481.3259183887,87954.4370714673,1463.5218372980016,1.6596202808685068,511.37796812620945,0.5737034997501377,-417.63999172679905,-0.4637079906770951,direct,,1769624944,19981571.0,1791301078266.1206,0,19981571.0,1791301078266.1206,248374.670711842,22258550211.740417,137300.64194493002,12301023473.851213,/media/37746251/btc.png,2026-01-28 10:29:18.694156-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,73444.7219822423,49441.66862161,3817371816.45594,1026078210,73444.7219822423,1770144380,0.00119,87.374333662,6874.27214344,511433178.283262,74822.518312042,75216.4965262542,73444.3113826621,42261.49772854,3254482748.499,78690.4648260035,79141.2666044752,73444.3113826621,49441.66862161,3817371816.45594,78532.0044101942,79141.2666044752,73444.3113826621,-5087.282427951897,-6.477973491392917,-5245.742843761196,-6.666300491883388,-1377.7963297996903,-1.841419349257517,direct,,1770144380,19982656.0,1467620614386.7861,0,19982656.0,1467620614386.7861,393268.88223436,29069665930.1734,223809.226300356,16623748612.89404,/media/37746251/btc.png,2026-02-03 10:46:26.829249-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,76394.5648998684,62823.9024916,4793145740.79028,1027004726,76394.5648998684,1770168157,0.02062,1575.3424312,721.9614671,55083345.5040119,75823.870751055,76495.5937441193,75823.8652604675,2327.34313798,176773767.550584,75679.0568199372,76495.5937441193,75380.25578812,62823.9024916,4793145740.79028,78966.55163229,79021.4364911747,72882.5468354911,-2571.9867324215884,-3.25705843709387,715.5080799311982,0.9454505777385716,570.6941488134034,0.7526576303221277,direct,,1770168157,19982656.0,1526566310663.745,0,19982656.0,1526566310663.7449,456199.938385608,34844936844.94804,241043.50508799806,18408154737.76957,/media/37746251/btc.png,2026-02-03 17:22:49.591597-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,95646.3093635385,30241.12109099,2905610887.37163,997743885,95646.3093635385,1768544694,0.00024162,23.1099092016,381.2914574,36472368.9758026,95635.8685302955,95800.1886356292,95505.5910327078,3848.98405094,367626869.954195,95583.8631834761,95835.5042863193,95123.1230109939,30241.12109099,2905610887.37163,96214.3671307083,97178.673600432,95102.9786366989,-568.0577671697974,-0.5904084640478741,62.446180062397616,0.0653312996384445,10.440833243002999,0.010917277589940592,direct,,1768544694,19976471.0,1910675725257.7554,0,19976471.0,1910675725257.7554,258351.682335699,24723544197.273464,125222.754396426,11990253570.357533,/media/37746251/btc.png,2026-01-15 22:25:01.410452-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89431.0758337373,20909.04684758,1876391586.12421,1007452577,89431.0758337373,1769257699,0.00140723,125.822404422,75.10895004,6718639.34921201,89473.6656436453,89476.8709604991,89420.1641577662,2464.65775785,220739413.493606,89506.6566970345,89821.9816376065,89320.8674260306,20909.04684758,1876391586.12421,89163.3652237874,91140.224928382,88466.0608611977,267.7106099498924,0.3002473148898953,-75.5808632972039,-0.08444161148039844,-42.58980990800774,-0.047600385657198784,direct,,1769257699,19980096.0,1786841480541.3513,0,19980096.0,1786841480541.3513,176074.160440228,15752974626.578775,91296.0319847722,8171175391.636585,/media/37746251/btc.png,2026-01-24 04:28:27.877911-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,82621.4527086387,57506.54189937,4822409313.38259,1015840961,82621.4527086387,1769776687,0.00018,14.8695696,861.043052,71320672.9131972,83026.3735256206,83190.9954102951,82521.1501524843,23837.50440523,1966524170.60844,84528.5794582977,84612.3071934407,81047.6163167029,57506.54189937,4822409313.38259,87982.4486203222,88041.784201779,81047.6163167029,-5360.995911683509,-6.09325609340364,-1907.1267496590008,-2.256191647701692,-404.92081698190304,-0.48770143725108145,direct,,1769776687,19982296.0,1650966323974.0203,0,19982296.0,1650966323974.0203,509886.624468974,42198708911.7372,265092.337033679,21973449269.057064,/media/37746251/btc.png,2026-01-30 04:38:19.275157-08:00
5,CCCAGG,BTC,USD,4,CCCAGG,90016.5737269951,30560.45883017,2743672944.54881,981280205,90016.5737269951,1767421333,2.2e-07,0.0198026422,88.33731431,7953720.25581174,90003.6185873304,90101.5093767829,89990.4645015835,2120.96498857,191175841.795458,89959.2467726096,90449.0762500536,89894.5362829983,30560.45883017,2743672944.54881,88847.4997056155,90940.5362669072,88400.8971197111,1169.074021379609,1.3158209575431856,57.32695438551309,0.06372547174657732,12.955139664700255,0.014394020893870946,direct,,1767421333,19970825.0,1797705241001.417,0,19970825.0,1797705241001.417,255431.628090393,22985805131.33727,137239.34623879901,12346540878.081474,/media/37746251/btc.png,2026-01-02 22:22:22.887144-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,91616.8371861404,9951.06482859,900477142.25676,981864993,91616.8371861404,1767507743,5e-08,0.004580801,294.62297238,26992783.5840617,91441.7077800759,91750.6044352386,91411.0216641524,3915.80694434,357271582.916291,90598.8695543287,91750.6044352386,90598.6202335357,9951.06482859,900477142.25676,89844.2037770579,91750.6044352386,89288.1023134157,1772.6334090824967,1.9730080901837164,1017.9676318116981,1.123598602078872,175.12940606450138,0.1915202704718733,direct,,1767507743,19971290.0,1829706424327.1938,0,19971290.0,1829706424327.1938,127296.643368635,11651307905.873514,60444.4684721985,5526523082.847308,/media/37746251/btc.png,2026-01-03 22:22:38.507740-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,92746.1153799644,30375.42910226,2823685833.13292,985538672,92746.1153799644,1767767088,0.00312258,289.34763054,135.77662647,12570386.9567031,92478.7487408979,92750.0310420018,92467.9797084402,4960.33126233,460157525.297431,93720.4787864495,93720.6491614572,92188.0394806926,30375.42910226,2823685833.13292,93755.8843447193,94428.695657197,91210.4548588162,-1009.7689647549123,-1.07701929517535,-974.3634064851067,-1.0396483448460403,267.36663906648755,0.28911143663457356,direct,,1767767088,19972590.0,1852380136576.7231,0,19972590.0,1852380136576.7231,307279.523297233,28505464902.524414,172508.32829963998,16005960101.381971,/media/37746251/btc.png,2026-01-06 22:24:59.515631-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,95057.3676087814,50940.7037189,4795004330.30621,994174502,95057.3676087814,1768393940,0.01052299,999.9997397,581.3280325,55179219.6611954,94755.1867777131,95098.2760358722,94649.4002372533,14005.95341204,1332658617.09273,95374.0317114324,95754.2896216364,94530.6945060171,50940.7037189,4795004330.30621,92019.0490246877,96126.3683586895,91696.8152150114,3038.318584093693,3.3018365396044738,-316.6641026510042,-0.3320233998381406,302.18083106829727,0.31890690245504505,direct,,1768393940,19975731.0,1898840404921.1304,0,19975731.0,1898840404921.1304,330991.489098941,31415894785.30471,180657.95473421298,17125584745.269388,/media/37746251/btc.png,2026-01-14 04:32:23.138243-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,87745.3478673153,30116.02149532,2679721355.55481,1013296014,87745.3478673153,1769690450,0.00028497,25.0013983968,535.01582306,47002625.1267786,87703.1394778749,87974.5435767637,87679.5009369224,11292.79996136,995345492.200179,89182.7169959381,89229.1888191976,87579.8244866041,30116.02149532,2679721355.55481,89900.3703604407,90481.3259183887,87579.8244866041,-2155.022493125405,-2.3971230424137273,-1437.3691286227986,-1.6117126468441916,42.20838944040588,0.04812642932931028,direct,,1769690450,19981909.0,1753319556258.0383,0,19981909.0,1753319556258.0383,258477.110414686,22717344542.1435,137026.504809667,12060618904.634995,/media/37746251/btc.png,2026-01-29 04:40:56.774005-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,90506.4600656505,4348.93707891,393731615.21151,989595836,90506.4600656505,1768112564,0.0001095,9.90930105,87.35399995,7912833.79559893,90661.6133403954,90690.617487652,90474.9064274986,1118.7823843,101326678.932028,90391.7647042446,90742.6449037791,90335.6788099121,4348.93707891,393731615.21151,90388.3134340088,90742.6449037791,90279.1996613161,118.14663164170634,0.13071007429291562,114.69536140590208,0.12688695898478927,-155.1532747448946,-0.1711344735972883,direct,,1768112564,19974412.0,1807813322012.8503,0,19974412.0,1807813322012.8503,61896.4643719742,5602154596.038157,26656.163311778997,2412679695.4320993,/media/37746251/btc.png,2026-01-10 22:22:53.924257-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,93621.5003887421,32167.83832667,2971256410.94169,992745560,93621.5003887421,1768328635,2.1e-07,0.01965894,1240.33745639,115899421.032908,93201.9487991338,93707.9893874687,93153.0465026839,27738.08517547,2566305283.08922,91199.6508704023,93742.2438552413,90944.4473084131,32167.83832667,2971256410.94169,91628.4481325271,93742.2438552413,90868.3255941241,1993.052256215,2.175145707294248,2421.8495183398045,2.6555469184649976,419.55158960830886,0.45015323715227734,direct,,1768328635,19975434.0,1870130101996.2922,0,19975434.0,1870130101996.2922,233213.567398286,21793459213.374924,125234.965226182,11684340468.143465,/media/37746251/btc.png,2026-01-13 10:24:02.069662-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,92544.8702474517,14786.01848083,1372371053.92007,1000757828,92544.8702474517,1768871455,6.35e-06,0.5875585785,173.47733558,16069527.5791582,92656.0917070712,92741.1684606562,92536.9958891227,957.08585872,88605129.8871611,92569.4357131319,92810.9414131972,92305.746747907,14786.01848083,1372371053.92007,92545.1856046097,93371.4392752858,92102.4293626367,-0.3153571579896379,-0.0003407601983067717,-24.565465680192574,-0.026537339771973697,-111.22145961949718,-0.12003685626102134,direct,,1768871455,19978134.0,1848873818816.2034,0,19978134.0,1848873818816.2034,154754.034445172,14325692930.133348,73437.18181248625,6800235354.310295,/media/37746251/btc.png,2026-01-19 17:11:01.006030-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,90844.7985138725,23207.98972645,2079343114.92574,1006906019,90844.7985138725,1769192638,0.00021796,19.799290236,1062.47897541,96361805.7965144,90514.3186147199,90937.0376509971,90380.3053041947,18739.69253026,1679620423.49846,89484.1769184693,91140.224928382,88466.0608611977,23207.98972645,2079343114.92574,89258.5620922709,91140.224928382,88466.0608611977,1586.2364216015994,1.7771252240897966,1360.6215954032086,1.5205164111224898,330.47989915260405,0.36511339223500455,direct,,1769192638,19979806.0,1815061450416.261,0,19979806.0,1815061450416.261,201629.831047069,18288039340.171505,108600.225885607,9836783603.453375,/media/37746251/btc.png,2026-01-23 10:24:02.963300-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,84042.6669915488,48591.64226734,4031679719.70312,1017268391,84042.6669915488,1769822351,0.00029464,24.7555319976,173.42553098,14578204.4285213,83944.4602532442,84135.551634441,83941.2665237628,936.68885507,78719184.30992,84135.1114408016,84152.3471144298,83887.6316130114,48591.64226734,4031679719.70312,82363.4680230941,84522.5782991423,81047.6163167029,1679.1989684547007,2.038766711454969,-92.44444925279822,-0.10987618328388757,98.20673830460873,0.11699013610706176,direct,,1769822351,19982493.0,1679382004859.955,0,19982493.0,1679382004859.955,390376.750932867,32756211789.95033,198532.762985124,16633131396.527458,/media/37746251/btc.png,2026-01-30 17:19:21.911572-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,91876.0874550693,14564.85868626,1328346278.21516,990377345,91876.0874550693,1768199254,0.00098092,90.1125787404,307.49140268,28287622.3233182,91992.8161109223,92081.3787485801,91853.9537325103,8120.55702691,743894522.212057,90885.0358011235,92416.5739200245,90576.3658568524,14564.85868626,1328346278.21516,90627.6501208743,92416.5739200245,90122.7041404124,1248.4373341949977,1.3775457407644343,991.051653945804,1.0904453579293776,-116.72865585300315,-0.1268888819668865,direct,,1768199254,19974790.0,1835205552936.6436,0,19974790.0,1835205552936.6436,142772.498881939,13107562641.241423,70680.6275952319,6484043570.104321,/media/37746251/btc.png,2026-01-11 22:27:43.052821-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,88418.469676008,39053.93113434,3496918946.53592,1003151063,88418.469676008,1768998893,0.0006976,61.668586432,1499.35729946,132543197.656185,88707.1646719501,88768.1516780649,88126.7654732636,12630.8373218,1124966788.71645,88329.8328098973,90028.4802288992,88126.7654732636,39053.93113434,3496918946.53592,91210.2936413681,91301.4867001253,87793.2596690475,-2791.823965360105,-3.060865011944094,88.63686611069716,0.10034759864366624,-288.69499594210356,-0.3254472138859728,direct,,1768998893,19978778.0,1766492976756.696,0,19978778.0,1766492976756.6958,302399.357591931,26781518550.091824,168876.33022441267,14975616803.74812,/media/37746251/btc.png,2026-01-21 04:34:59.316704-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89604.0481026096,22771.90632208,2036443842.49706,1006011705,89604.0481026096,1769130729,0.00037051,33.1933536228,85.04188364,7614555.55468803,89451.5253102126,89607.3892207767,89451.5096725651,472.50445152,42293833.3303008,89484.1769184693,89607.3892207767,89374.1221229329,22771.90632208,2036443842.49706,90033.0097549821,90290.4068747516,88441.129499803,-428.96165237249807,-0.47644930847017575,119.87118414029828,0.13395796694818476,152.5227923969942,0.1705088782645731,direct,,1769130729,19979509.0,1790244885502.5212,0,19979509.0,1790244885502.5212,192993.960048885,17289028932.75869,104686.584006818,9376330562.070084,/media/37746251/btc.png,2026-01-22 17:12:10.939452-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,76281.1462423314,63456.81788813,4884337684.48619,1022654184,76281.1462423314,1770015324,0.0057235,436.40336754,2514.57118625,190440916.109519,75442.3703194449,76744.4764888036,74893.8660185424,25968.24573271,1978842860.98365,76910.9893569062,78095.4599503703,74579.6347675836,63456.81788813,4884337684.48619,78228.3555135885,79162.003540932,74579.6347675836,-1947.209271257103,-2.4891348648110942,-629.8431145748036,-0.818924733437,838.7759228864888,1.1118101397594853,direct,,1770015324,19982656.0,1524299904646.201,0,19982656.0,1524299904646.201,478352.658246175,36533067958.173195,270454.7781039685,20674379359.57486,/media/37746251/btc.png,2026-02-01 22:55:38.974933-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,90149.3172905625,31404.84450563,2816084362.63576,981177839,90149.3172905625,1767402380,0.00027876,25.1307743076,23.74115878,2139726.3030425,90126.2998912552,90150.2781832007,90109.216431348,364.46740138,32819766.2496097,89959.2467726096,90160.1768767602,89930.3433564066,31404.84450563,2816084362.63576,88547.3984775763,90940.5362669072,88289.331392005,1601.9188129862014,1.809108839478633,190.07051795290317,0.21128513718366862,23.017399307296728,0.02553904835222251,direct,,1767402380,19970715.0,1800346323054.3955,0,19970715.0,1800346323054.3958,260763.959970605,23492652036.17055,140766.566638116,12674968950.599571,/media/37746251/btc.png,2026-01-02 17:06:28.869613-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,92006.415726311,30516.70966758,2832159089.57017,985717845,92006.415726311,1767789120,0.00010657,9.803992406,290.46575893,26728190.7462045,92030.0777997312,92110.1569969006,91936.9444956177,8573.83892708,793176120.146828,93720.4787864495,93720.6491614572,91532.7438784053,30516.70966758,2832159089.57017,93837.4963924497,94428.695657197,91210.4548588162,-1831.0806661387032,-1.9513315428628961,-1714.0630601385055,-1.8289098416197291,-23.662073420200613,-0.02571123917953455,direct,,1767789120,19972696.0,1837616171351.2288,0,19972696.0,1837616171351.2288,314431.442556604,28954136034.582253,176168.710963879,16233077672.206644,/media/37746251/btc.png,2026-01-07 04:32:10.966602-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,90946.9475726137,27901.27796202,2526440490.16411,988001000,90946.9475726137,1767939887,0.0009492,86.318368584,256.88990634,23368224.7018824,90987.3122409648,91041.8640229316,90922.70600511,4142.40557975,377276676.777569,91032.9247575513,91564.1641242844,90765.8223268369,27901.27796202,2526440490.16411,89783.4327885062,91564.1641242844,89212.3086671477,1163.5147841075086,1.2959125620071617,-85.97718493759749,-0.09444625136079193,-40.36466835110332,-0.04436296375499497,direct,,1767939887,19973450.0,1816524309994.2212,0,19973450.0,1816524309994.2212,224847.63938681,20438110897.281517,117846.76018914176,10706707546.66761,/media/37746251/btc.png,2026-01-08 22:24:51.620632-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,90224.6491797025,27382.49789595,2481537823.36803,988216421,90224.6491797025,1767961864,0.05051,4556.9101698,341.79050639,30859897.9533323,90356.7711118695,90510.69664301,90145.48916128,9120.65113569,827318115.786838,91032.9247575513,91564.1641242844,89596.5857051458,27382.49789595,2481537823.36803,89873.2473684943,91564.1641242844,89212.3086671477,351.4018112081976,0.39099712261135455,-808.2755778488063,-0.8878936714397487,-132.1219321670069,-0.14622250279774662,direct,,1767961864,19973562.0,1802107624319.0369,0,19973562.0,1802107624319.0369,214227.133064535,19339529482.563114,113277.35509117707,10231371180.148037,/media/37746251/btc.png,2026-01-09 04:31:11.146767-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,96481.7977203215,48397.5861758,4676782768.56077,996308094,96481.7977203215,1768458273,0.00138835,133.94106625,476.0885112,45925458.8410157,96408.3083336834,96556.3800282403,96352.0576297709,6425.0648482,619157511.690959,96945.088402564,96991.0324315404,95746.034628309,48397.5861758,4676782768.56077,94998.4257622158,97943.2224912141,94649.4002372533,1483.371958105694,1.5614700414284999,-463.2906822424993,-0.477889792950301,73.48938663810259,0.07622723384352412,direct,,1768458273,19976056.0,1927325794241.8147,0,19976056.0,1927325794241.8147,320026.30796537,30884010159.29155,173058.843065002,16704324939.305792,/media/37746251/btc.png,2026-01-14 22:24:40.594592-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89788.8193756877,36883.53948063,3312463553.3063,1002887128,89788.8193756877,1768976815,5.017e-05,4.5035963424,289.60847778,26003858.3137763,89866.558921543,89866.8866353197,89713.3030060558,6093.12716135,543023619.999071,88329.8328098973,90028.4802288992,88154.7666425383,36883.53948063,3312463553.3063,90848.3285602997,91379.6529447214,87793.2596690475,-1059.509184612005,-1.1662396011047862,1458.986565790401,1.651748361089304,-77.73954585529282,-0.0865055330795101,direct,,1768976815,19978681.0,1793862179673.4836,0,19978681.0,1793862179673.4836,296315.763891133,26606576691.13383,158505.448707481,14232751193.002312,/media/37746251/btc.png,2026-01-20 22:27:03.150187-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89476.2909899112,22718.09901153,2030983310.41421,1006165724,89476.2909899112,1769149510,1.39e-05,1.2435913,243.84159484,21848240.8908399,89519.3629624931,89704.8603814813,89466.3243564773,3147.58011599,282279330.839249,89484.1769184693,89998.3532478326,89374.1221229329,22718.09901153,2030983310.41421,90091.2766442016,90260.3910911716,88441.129499803,-614.9856542904017,-0.6826250855775647,-7.885928558098385,-0.008812651386717678,-43.071972581907175,-0.04811469960968501,direct,,1769149510,19979612.0,1787701577177.522,0,19979612.0,1787701577177.5217,193499.607564557,17311879265.400864,106379.176376445,9516666213.246817,/media/37746251/btc.png,2026-01-22 22:25:14.305009-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,90039.5367721142,11357.85033653,1021305219.14486,981510560,90039.5367721142,1767464413,1.891e-05,1.7027231523,56.82101826,5114889.02977053,90048.9338104578,90055.2917636166,89992.5963626239,6306.67990797,567169838.093224,89959.2467726096,90449.0762500536,89288.1023134157,11357.85033653,1021305219.14486,89730.384403338,90449.0762500536,89288.1023134157,309.15236877619463,0.34453476470863537,80.28999950460275,0.08925152486831303,-9.397038343609893,-0.010435479850754846,direct,,1767464413,19971087.0,1798187422315.5918,0,19971087.0,1798187422315.5918,128043.043742148,11527585981.551258,61474.1641789805,5533754902.244998,/media/37746251/btc.png,2026-01-03 10:20:23.023157-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,90662.5913166634,18879.68716858,1720637056.73642,990642291,90662.5913166634,1768221185,0.003023,274.031927,323.76882618,29348283.9727003,90512.173903109,90760.0356734531,90500.9825173115,13526.84137863,1235145622.92356,90885.0358011235,92416.5739200245,90249.9643023165,18879.68716858,1720637056.73642,90814.7388583296,92416.5739200245,90122.7041404124,-152.1475416661997,-0.16753617703349769,-222.44448446009483,-0.24475369624857982,150.41741355440172,0.16618473191840447,direct,,1768221185,19974915.0,1810977555230.0894,0,19974915.0,1810977555230.0894,175450.027116832,15915709799.77585,87823.0966509849,7971225214.617071,/media/37746251/btc.png,2026-01-12 04:33:16.550767-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,95053.706186799,22958.44920541,2187149884.20538,998404092,95053.706186799,1768587784,7.221e-05,6.862975599,479.26930127,45569334.5969618,95045.8797220453,95171.210343172,94982.2733434176,16162.03913011,1538449688.5182,95583.8631834761,95835.5042863193,94246.2493768972,22958.44920541,2187149884.20538,95821.0428261737,95899.0752164707,94246.2493768972,-767.3366393746983,-0.8008018038028478,-530.1569966771058,-0.5546511503301069,7.826464753699838,0.008234407190072584,direct,,1768587784,19976659.0,1898855475179.8738,0,19976659.0,1898855475179.8738,187867.879450665,17862402414.170273,97914.0690508616,9311959350.044336,/media/37746251/btc.png,2026-01-16 10:23:05.783370-08:00
