TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,LASTMARKET,MEDIAN,TOPTIERVOLUME24HOUR,TOPTIERVOLUME24HOURTO,LASTTRADEID,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,VOLUMEDAY,VOLUMEDAYTO,OPENDAY,HIGHDAY,LOWDAY,VOLUME24HOUR,VOLUME24HOURTO,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,CHANGEHOUR,CHANGEPCTHOUR,CONVERSIONTYPE,CONVERSIONSYMBOL,CONVERSIONLASTUPDATE,SUPPLY,MKTCAP,MKTCAPPENALTY,CIRCULATINGSUPPLY,CIRCULATINGSUPPLYMKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,TOTALTOPTIERVOLUME24H,TOTALTOPTIERVOLUME24HTO,IMAGEURL,FETCHED_AT
5,CCCAGG,BTC,USD,2,CCCAGG,78437.9792366794,46389.90844397,3631985108.86947,1024722839,78437.9792366794,1770100885,1.1e-07,0.0086267533,776.45736849,60735409.873876,78182.9094948685,78576.6257679604,77892.4254676618,8789.99676883,689222716.152439,78690.4648260035,79141.2666044752,77598.2198858196,46389.90844397,3631985108.86947,76478.0360915093,79328.6967126894,76265.2049967783,1959.9431451700948,2.562752975017477,-252.48558932410378,-0.3208591916217391,255.06974181090482,0.3262474413639546,direct,,1770100885,19982656.0,1567399156421.7068,0,19982656.0,1567399156421.707,391458.725674423,30698485830.017258,189241.30969084683,14836960353.802553,/media/37746251/btc.png,2026-02-02 22:41:40.893613-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,89923.5249634162,45055.57108997,4016103173.33929,1004895559,89923.5249634162,1769063134,0.00027783,24.98080662,208.71842269,18773999.7029709,89941.621094288,90050.5597947905,89822.6917287085,4195.45567444,377165919.159669,89380.6899214897,90290.4068747516,89380.6897477542,45055.57108997,4016103173.33929,89563.2466346872,90502.3423769834,87190.2906495922,360.2783287290076,0.4022613541450991,542.8350419265043,0.6073292144011423,-18.09613087179605,-0.02011986291955471,direct,,1769063134,19979112.0,1796592176678.8882,0,19979112.0,1796592176678.8882,302178.042749223,27137462172.245403,172176.57418002302,15447271868.08218,/media/37746251/btc.png,2026-01-21 22:25:46.603496-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,88183.2701822999,26220.52172024,2303373934.53426,1010214723,88183.2701822999,1769476611,0.00026899,23.7138517514,107.70952739,9499031.35793527,88286.3083924619,88286.8723272293,88130.5469147113,749.50487283,66131962.5036665,88274.702805915,88386.7427772827,88130.5469147113,26220.52172024,2303373934.53426,87601.0027779293,88787.8551519448,86965.8999387826,582.267404370592,0.6646812090115614,-91.43262361511006,-0.10357737914579923,-103.03821016200527,-0.1167091614069605,direct,,1769476611,19980959.0,1761986305998.4568,0,19980959.0,1761986305998.4568,246044.880375872,21688204746.51465,121527.12406014,10707821798.830677,/media/37746251/btc.png,2026-01-26 17:16:54.935733-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,77978.9750496085,46198.50927072,3607308838.29592,1020885434,77978.9750496085,1769970329,0.00031152,24.28516464,1345.91678961,105086757.700924,77694.0237874101,78392.621468959,77679.0644381723,31332.73583288,2448949625.18131,78664.0185146698,79363.9609628202,76732.3031729805,46198.50927072,3607308838.29592,77948.4931591561,79363.9609628202,76732.3031729805,30.481890452399966,0.039105169602395906,-685.0434650613024,-0.8708472793486272,284.95126219840313,0.36676085020142557,direct,,1769970329,19982656.0,1558227033648.9097,0,19982656.0,1558227033648.9097,336022.560177391,26207491272.723682,175494.722960583,13689695059.626595,/media/37746251/btc.png,2026-02-01 10:25:39.704732-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,92930.889488714,11249.01540571,1029441462.74948,982443663,92930.889488714,1767575817,0.00026676,24.78840624,930.32172803,86204851.5782342,92361.1602750493,92939.0305631291,92242.6904675572,2982.13798975,274831940.536423,91499.5758776808,92939.0305631291,91483.1333173648,11249.01540571,1029441462.74948,91193.5864950712,92939.0305631291,90831.9800713835,1737.3029936428065,1.90507146435863,1431.313611033198,1.5642844213252072,569.7292136647011,0.61684934659554,direct,,1767575817,19971675.0,1855985522329.5122,0,19971675.0,1855985522329.5122,153455.780708525,14244842653.65287,74750.9241303052,6930730324.75724,/media/37746251/btc.png,2026-01-04 17:17:09.785142-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,91284.658064159,25160.12570688,2304022962.12152,986518722,91284.658064159,1767834657,0.00051952,47.4197023248,93.45885393,8531017.24798886,91307.4382419465,91329.1143178041,91215.3061856109,720.92616235,65756444.1522769,91287.1163123315,91436.0381172202,90996.526400052,25160.12570688,2304022962.12152,92384.7589655801,93054.0364303777,90363.6411041683,-1100.1009014211013,-1.1907818061537263,-2.45824817250832,-0.0026928752619346874,-22.78017778749927,-0.02494887407435125,direct,,1767834657,19972931.0,1823222176874.0413,0,19972931.0,1823222176874.0413,227699.51749382,20792762085.91507,126980.09072698299,11598623653.08625,/media/37746251/btc.png,2026-01-07 17:11:00.258828-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,91229.0249626699,28373.72775578,2567923428.07029,987544092,91229.0249626699,1767896410,0.00104972,95.73761316,894.34995778,81605938.3400514,91308.7803793458,91401.5326496484,91054.751661468,23246.03068306,2101470992.5234,91287.1163123315,91578.2679664648,89212.3086671477,28373.72775578,2567923428.07029,90816.2867293219,91578.2679664648,89212.3086671477,412.7382333479909,0.45447600668606714,-58.091349661612185,-0.06363586890274561,-79.75541667590733,-0.08734693021258243,direct,,1767896410,19973231.0,1822138389484.172,0,19973231.0,1822138389484.172,247078.716003932,22520166260.42137,133213.139153087,12132320707.506828,/media/37746251/btc.png,2026-01-08 10:20:11.627976-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,90498.9901594254,27618.05260979,2505351842.78942,989146107,90498.9901594254,1768007333,1.105e-05,0.99990345,17.7980312,1610798.94142284,90474.2918832849,90529.9697856616,90474.2580606089,354.86384112,32107910.2195256,90524.7109642089,90566.9971662443,90399.6490340259,27618.05260979,2505351842.78942,90970.6258619636,91948.9136015396,89596.5857051458,-471.63570253820217,-0.5184483431540303,-25.72080478350108,-0.028413020610107673,24.698276140508824,0.027298667529081624,direct,,1768007333,19973809.0,1807609544137.243,0,19973809.0,1807609544137.2427,217771.042192877,19714005375.854534,115945.316767019,10498880052.563456,/media/37746251/btc.png,2026-01-09 17:09:02.048410-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,91910.7827518785,27710.05418383,2529149029.99724,991715755,91910.7827518785,1768285486,0.00699571,643.47240151,331.99786036,30489179.64819,91829.5730447828,91987.394837592,91709.1877731056,4387.08802316,401271543.006876,91199.6508704023,92162.0464794558,90944.4473084131,27710.05418383,2529149029.99724,91707.4285063347,92262.3441436351,90020.5796862131,203.35424554380006,0.22174239192602954,711.1318814762053,0.779752855070407,81.20970709570975,0.0884352441191314,direct,,1768285486,19975228.0,1835938841127.2407,0,19975228.0,1835938841127.2405,213723.697902692,19625808626.72689,113240.06381098501,10390279163.604763,/media/37746251/btc.png,2026-01-12 22:24:50.568334-08:00
5,CCCAGG,BTC,USD,2,CCCAGG,95085.3611404459,5508.27679736,524481718.598083,999246811,95085.3611404459,1768739260,0.00010413,9.9001951542,34.63999525,3294185.02522594,95134.366212039,95148.275383619,95067.1837964081,2351.02149056,223487959.427771,95117.6939031808,95261.9808921414,94835.4833173788,5508.27679736,524481718.598083,95226.3830435724,95607.5170515929,94835.4833173788,-141.02190312650055,-0.14809121024997207,-32.33276273490628,-0.03399237450796213,-49.005071593113826,-0.05151142909165916,direct,,1768739260,19977465.0,1899564474195.618,0,19977465.0,1899564474195.618,79513.1048510081,7561257520.215815,32869.9319542326,3126174580.589658,/media/37746251/btc.png,2026-01-18 04:27:55.831913-08:00
5,CCCAGG,BTC,USD,1,CCCAGG,87936.8548612488,46000.60768314,4090261075.6005,1004157224,87936.8548612488,1769020463,0.014225,1250.6051,2053.96020231,180295964.952803,87856.4131615989,88013.5933515196,87508.2870567332,35367.1963199,3143677195.62254,88329.8328098973,90502.3423769834,87190.2906495922,46000.60768314,4090261075.6005,89389.9072339524,90502.3423769834,87190.2906495922,-1453.0523727036052,-1.6255217369234516,-392.97794864850584,-0.44489832726647355,80.44169964989123,0.0915604185911057,direct,,1769020463,19978893.0,1756881014029.4194,0,19978893.0,1756881014029.4194,324126.56213188,28547782765.105644,185556.508739587,16362368091.832077,/media/37746251/btc.png,2026-01-21 10:34:25.292944-08:00
