TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
1594512000,9237.13,9339.99,9169.13,9300.95,151649367.79
1594598400,9300.95,9336.42,9201.18,9237.89,240081841.21
1594684800,9237.89,9279.57,9109.7,9256.07,238308476.7
1594771200,9256.07,9272.57,9160.89,9193.22,216386874.26
1594857600,9193.22,9216.53,9029.17,9133.23,254255550.28
1594944000,9133.23,9183.08,9080.61,9156.79,187710134.42
1595030400,9156.79,9205.94,9125.92,9177.22,109563331.59
1595116800,9177.22,9238.3,9113.41,9216.02,117297958.15
1595203200,9216.02,9224.76,9136.9,9164.42,171877002.63
1595289600,9164.42,9435.55,9162.25,9392.83,337645738.93
1595376000,9392.83,9551.87,9289.85,9537.24,281661129.12
1595462400,9537.24,9675.5,9458.25,9615.21,415079930.39
1595548800,9615.21,9647.83,9477.19,9550.23,323092524.09
1595635200,9550.23,9744.72,9536.76,9708.41,233301043.7
1595721600,9708.41,10140.55,9659.08,9942.01,417337407.31
1595808000,9942.01,11397.48,9935.51,11042.94,1363674374.42
1595894400,11042.94,11253.39,10590.98,10933.26,938667838.04
1595980800,10933.26,11348.53,10854.04,11112.04,689206497.21
1596067200,11112.04,11182.76,10875.14,11113.66,503563543.58
1596153600,11113.66,11454.11,10981.87,11352.72,608151203.91
1596240000,11352.72,11874.77,11240.98,11812.42,741252933.72
1596326400,11812.42,12106.89,10694.22,11063.5,721639453.44
1596412800,11063.5,11476.29,10945.66,11234.73,473995003.36
1596499200,11234.73,11415.16,11021.07,11194.18,393301819.23
1596585600,11194.18,11791.62,11095.47,11752.05,555395574.17
1596672000,11752.05,11909.81,11577.8,11771.27,587033759.68
1596758400,11771.27,11912.62,11350.42,11603.82,651142052.53
1596844800,11603.82,11811.4,11534.87,11770.77,271582305.12
1596931200,11770.77,11802.93,11533.93,11686.34,231830330.42
1597017600,11686.34,12074.31,11640.41,11897.41,667803525.71
1597104000,11897.41,11940.4,11138.6,11389.01,724227264.93
1597190400,11389.01,11621.05,11182.8,11570.19,430758054.54
1597276800,11570.19,11795.34,11284.57,11790.68,487564726.98
1597363200,11790.68,11863.43,11657.2,11774.52,437825096.08
1597449600,11774.52,11981.62,11697.88,11860.91,369258184.57
1597536000,11860.91,11934.96,11701.22,11917.97,260716863.02
1597622400,11917.97,12474.73,11775.66,12301.19,682170133.05
1597708800,12301.19,12397.4,11855.24,11956.69,604246043.52
1597795200,11956.69,12021.8,11592.2,11760.37,590122894.96
1597881600,11760.37,11888.72,11679.03,11863.43,510502416.84
1597968000,11863.43,11882.67,11494.52,11527.35,745059089.73
1598054400,11527.35,11686.02,11379.06,11670.42,572197825.57
1598140800,11670.42,11713.62,11521.6,11651.52,388308826.36
1598227200,11651.52,11827.45,11594.64,11756.4,459366140.6
1598313600,11756.4,11767.64,11130.36,11330.56,583786229.48
1598400000,11330.56,11542.65,11259.23,11466.89,309986442.65
1598486400,11466.89,11591.64,11135.52,11331.02,464957172.93
1598572800,11331.02,11553.81,11289.07,11535.21,353027933.9
1598659200,11535.21,11585.98,11433.8,11480.48,187746012.8
1598745600,11480.48,11718.98,11470.07,11716.54,190649396.2
1598832000,11716.54,11775.27,11586.36,11657.81,307926585.75
1598918400,11657.81,12062.06,11540.42,11926.69,537292263.85
1599004800,11926.69,11954.28,11219.19,11397.9,618129314.2
1599091200,11397.9,11469.2,10017.43,10174.62,894736678.62
1599177600,10174.62,10638.71,10020.02,10467.33,562742223.01
1599264000,10467.33,10570.95,9880.05,10167.97,614402772.13
1599350400,10167.97,10361.12,10019.56,10260.37,300644746.65
1599436800,10260.37,10411.92,9893.68,10379.08,422137373.09
1599523200,10379.08,10443.72,9855.68,10128.54,553186747.41
1599609600,10128.54,10349.09,9989.63,10228.85,346738492.44
1599696000,10228.85,10493.32,10221.37,10345.68,452098495.16
1599782400,10345.68,10412.6,10215.49,10398.5,266084892.24
1599868800,10398.5,10486.76,10282.43,10448.0,184001054.5
1599955200,10448.0,10578.97,10224.4,10332.36,299956975.1
1600041600,10332.36,10753.33,10259.62,10678.31,359274837.28
1600128000,10678.31,10936.89,10632.26,10786.7,369481767.48
1600214400,10786.7,11094.7,10670.02,10957.1,372894154.99
1600300800,10957.1,11047.25,10755.99,10945.14,293584349.54
1600387200,10945.14,11040.66,10823.93,10937.89,248821618.73
1600473600,10937.89,11173.88,10898.63,11083.61,193207449.76
1600560000,11083.61,11083.9,10775.23,10921.85,237773866.86
1600646400,10921.85,10992.25,10319.73,10418.14,473754186.1
1600732800,10418.14,10576.92,10365.99,10534.73,301280976.85
1600819200,10534.73,10546.48,10166.62,10238.09,277589382.46
1600905600,10238.09,10792.17,10213.75,10742.98,304956298.0
1600992000,10742.98,10762.38,10562.14,10694.12,360929423.35
1601078400,10694.12,10822.99,10658.15,10734.23,148097714.06
1601164800,10734.23,10810.35,10612.42,10781.47,148127427.26
1601251200,10781.47,10951.6,10649.18,10699.0,350615325.76
1601337600,10699.0,10863.02,10641.03,10841.29,334584439.48
1601424000,10841.29,10850.12,10666.17,10779.42,317604086.65
1601510400,10779.42,10926.47,10454.66,10622.79,422940486.72
1601596800,10622.79,10668.49,10388.07,10576.64,355424408.51
1601683200,10576.64,10602.28,10507.49,10552.04,110570157.37
1601769600,10552.04,10699.94,10534.5,10675.52,111420779.07
1601856000,10675.52,10799.53,10627.77,10795.11,255950434.22
1601942400,10795.11,10801.66,10533.32,10603.9,329346366.4
1602028800,10603.9,10679.76,10554.41,10672.67,208253472.75
1602115200,10672.67,10957.42,10541.2,10929.4,423807796.12
1602201600,10929.4,11109.32,10839.3,11058.78,359802403.01
1602288000,11058.78,11485.43,11057.98,11301.57,296925751.27
1602374400,11301.57,11434.1,11284.09,11375.51,202131016.49
1602460800,11375.51,11725.28,11223.99,11539.76,478557074.68
1602547200,11539.76,11561.69,11314.56,11427.29,383360256.66
1602633600,11427.29,11550.25,11298.88,11429.3,259711904.03
1602720000,11429.3,11607.59,11269.05,11508.31,377801262.9
1602806400,11508.31,11545.35,11224.89,11326.25,332320579.31
1602892800,11326.25,11410.01,11270.69,11367.65,112306061.3
1602979200,11367.65,11513.68,11357.25,11513.33,131886570.58
1603065600,11513.33,11821.95,11417.11,11756.88,456404609.75
1603152000,11756.88,12047.73,11688.39,11921.78,576128149.71
1603238400,11921.78,13236.39,11900.51,12813.11,1296152945.69
1603324800,12813.11,13197.69,12700.74,12990.25,739591002.3
1603411200,12990.25,13031.82,12732.62,12937.2,416662855.54
1603497600,12937.2,13167.31,12886.47,13126.13,273005904.67
1603584000,13126.13,13346.7,12910.39,13041.21,368884232.62
1603670400,13041.21,13241.79,12797.05,13069.43,460984686.3
1603756800,13069.43,13783.14,13060.64,13646.02,603406480.39
1603843200,13646.02,13855.57,12906.15,13285.97,434942187.78
1603929600,13285.97,13643.6,12985.56,13462.18,555737562.11
1604016000,13462.18,13674.89,13132.53,13565.95,756044940.71
1604102400,13565.95,14077.8,13432.24,13803.41,600104833.89
1604188800,13803.41,13897.02,13630.22,13761.72,286724152.06
1604275200,13761.72,13828.48,13221.65,13571.24,453096297.52
1604361600,13571.24,14071.54,13300.84,14023.78,300271386.78
1604448000,14023.78,14258.9,13539.13,14157.73,423118194.37
1604534400,14157.73,15739.47,14114.37,15599.92,625288741.44
1604620800,15599.92,15948.88,15219.57,15590.62,538014394.46
1604707200,15590.62,15765.02,14427.34,14838.16,388303730.2
1604793600,14838.16,15653.89,14739.11,15488.25,285202500.11
1604880000,15488.25,15812.23,14833.13,15335.03,492570531.42
1604966400,15335.03,15476.99,15099.11,15313.73,352628988.82
1605052800,15313.73,15983.03,15288.76,15707.08,717920492.19
1605139200,15707.08,16348.99,15476.25,16306.53,1074746061.94
1605225600,16306.53,16482.62,15975.8,16332.85,694320640.17
1605312000,16332.85,16334.29,15720.61,16075.95,452657737.75
1605398400,16075.95,16156.82,15796.03,15964.7,286912254.78
1605484800,15964.7,16876.48,15877.77,16721.46,685608661.41
1605571200,16721.46,17857.37,16563.5,17681.54,1072294334.69
1605657600,17681.54,18466.1,17260.91,17786.27,1441862086.0
1605744000,17786.27,18172.87,17365.08,17824.64,859856045.56
1605830400,17824.64,18814.87,17764.07,18672.78,939934212.29
1605916800,18672.78,18966.12,18359.06,18704.06,705040526.65
1606003200,18704.06,18757.55,17635.18,18430.59,796767991.89
1606089600,18430.59,18761.66,18010.51,18385.74,902518528.75
1606176000,18385.74,19419.49,18117.78,19157.16,1403472685.29
1606262400,19157.16,19488.81,18519.89,18725.76,1141495120.46
1606348800,18725.76,18907.31,16270.37,17175.86,2220672632.83
1606435200,17175.86,17479.12,16462.87,17155.0,1034426524.1
1606521600,17155.0,17893.95,16895.0,17739.9,605284901.68
1606608000,17739.9,18347.24,17543.55,18199.23,489679989.73
1606694400,18199.23,19850.23,18199.03,19686.87,1493787961.07
1606780800,19686.87,19911.79,18194.17,18792.03,1743191338.61
1606867200,18792.03,19337.16,18350.0,19226.19,903817773.96
1606953600,19226.19,19608.49,18888.12,19448.44,747088833.15
1607040000,19448.44,19541.62,18603.79,18665.0,804366524.28
1607126400,18665.0,19178.4,18514.92,19156.84,388466883.76
1607212800,19156.84,19417.33,18885.88,19378.94,405708588.31
1607299200,19378.94,19411.51,18909.97,19181.41,477334574.93
1607385600,19181.41,19295.38,18227.31,18323.52,866543428.89
1607472000,18323.52,18639.24,17669.15,18549.92,1057335071.17
1607558400,18549.92,18554.32,17920.56,18250.47,684802762.09
1607644800,18250.47,18295.1,17598.13,18034.86,809318887.79
1607731200,18034.86,18948.78,18033.05,18814.98,484239535.46
1607817600,18814.98,19414.65,18733.67,19169.05,592021817.57
1607904000,19169.05,19339.6,19001.22,19274.69,456841099.92
1607990400,19274.69,19553.23,19060.06,19441.96,819839290.04
1608076800,19441.96,21527.36,19299.86,21352.13,1949841494.52
1608163200,21352.13,23698.98,21240.41,22822.17,3194654467.93
1608249600,22822.17,23271.54,22345.87,23135.57,1362467582.47
1608336000,23135.57,24114.51,22755.03,23844.72,1268054141.3
1608422400,23844.72,24252.16,23095.72,23467.06,1014224949.67
1608508800,23467.06,24077.7,22015.91,22727.13,1750627321.07
1608595200,22727.13,23833.23,22378.26,23823.32,1149767378.59
1608681600,23823.32,24082.98,22641.37,23239.5,1552020951.78
1608768000,23239.5,23778.56,22716.45,23724.2,923848542.66
1608854400,23724.2,24776.64,23417.43,24707.98,1199894883.01
1608940800,24707.98,26780.61,24494.27,26445.7,1611547513.19
1609027200,26445.7,28340.08,25805.96,26249.27,2463390777.21
1609113600,26249.27,27461.63,26085.96,27039.45,1402005893.58
1609200000,27039.45,27383.6,25864.25,27360.78,1479551411.61
1609286400,27360.78,28990.2,27360.09,28889.61,1993721842.2
1609372800,28889.61,29301.67,27957.13,28972.4,1924969475.46
1609459200,28972.4,29666.33,28748.21,29388.94,1487306218.52
1609545600,29388.94,33257.29,29036.26,32203.64,3750440817.91
1609632000,32203.64,34789.34,32010.59,33063.48,3132759314.54
1609718400,33063.48,33622.7,28493.29,32030.55,3901979149.92
1609804800,32030.55,34487.44,29985.29,34038.29,3037657026.2
1609891200,34038.29,36973.76,33404.2,36849.86,3788317475.74
1609977600,36849.86,40365.87,36340.01,39479.41,4753170180.55
1610064000,39479.41,41964.96,36640.51,40636.24,4705592327.36
1610150400,40636.24,41400.48,38783.61,40236.66,2241901362.12
1610236800,40236.66,41427.88,35283.65,38202.08,3983391028.78
1610323200,38202.08,38266.42,30308.4,35496.03,8100819368.26
1610409600,35496.03,36620.28,32522.98,34058.4,3999535589.05
1610496000,34058.4,37809.67,32405.89,37380.85,3198683391.78
1610582400,37380.85,40093.43,36751.89,39155.58,2895085049.06
1610668800,39155.58,39695.43,34396.19,36790.17,3288447634.87
1610755200,36790.17,37942.44,35395.88,36025.26,1995053500.31
1610841600,36025.26,36860.67,33854.83,35839.51,1806688237.48
1610928000,35839.51,37429.24,34784.4,36623.04,1554686784.02
1611014400,36623.04,37867.53,35917.28,35932.79,1787957383.29
1611100800,35932.79,36409.96,33519.59,35501.38,2316775667.92
1611187200,35501.38,35619.6,30067.14,30840.3,4042427455.09
1611273600,30840.3,33857.39,28817.3,33008.02,3418228006.19
1611360000,33008.02,33484.73,31430.15,32107.29,1287618530.17
1611446400,32107.29,33090.99,30957.56,32283.66,1079875602.62
1611532800,32283.66,34881.18,31937.09,32275.27,1989618039.07
1611619200,32275.27,32943.69,30853.17,32516.52,1909630282.43
1611705600,32516.52,32580.05,29236.73,30423.05,3149650799.32
1611792000,30423.05,33880.92,29905.53,33443.87,2463162479.45
1611878400,33443.87,38631.5,31996.08,34252.08,6015929349.68
1611964800,34252.08,34906.15,32858.0,34317.82,1574213551.44
1612051200,34317.82,34381.7,32214.08,33143.22,1176981986.93
1612137600,33143.22,34714.34,32340.24,33535.94,1623291067.04
1612224000,33535.94,36004.47,33459.48,35524.43,1789698965.07
1612310400,35524.43,37704.8,35413.72,37677.34,2340630205.42
1612396800,37677.34,38741.89,36199.19,36983.42,2767003411.51
1612483200,36983.42,38343.92,36626.5,38310.24,1705038314.0
1612569600,38310.24,40989.11,38247.96,39267.01,2642530408.41
1612656000,39267.01,39721.59,37408.16,38868.82,2076904733.5
1612742400,38868.82,46606.82,38063.87,46437.41,5944522159.67
1612828800,46437.41,48209.59,45051.46,46509.57,4610214635.38
1612915200,46509.57,47349.86,43743.99,44854.95,3326890835.4
1613001600,44854.95,48664.81,44032.66,48006.18,3377367971.59
1613088000,48006.18,48930.99,46243.85,47435.54,2831634659.58
1613174400,47435.54,48171.46,46291.19,47222.32,1571324550.44
1613260800,47222.32,49642.39,47096.92,48652.87,1841963034.08
1613347200,48652.87,49031.74,45910.0,47936.51,2502097939.18
1613433600,47936.51,50561.53,47068.63,49184.63,3237085085.6
1613520000,49184.63,52622.68,48967.72,52154.91,3423930178.2
1613606400,52154.91,52550.6,50874.81,51591.61,2205232619.94
1613692800,51591.61,56331.09,50766.83,55933.47,3893034056.64
1613779200,55933.47,57528.16,54140.61,55900.84,2974872569.57
1613865600,55900.84,58348.75,55516.07,57469.95,1934005633.01
1613952000,57469.95,57540.74,48194.31,54121.17,6995162441.1
1614038400,54121.17,54164.35,44983.39,48898.7,8016450648.12
1614124800,48898.7,51399.55,47015.55,49738.17,3729774704.65
1614211200,49738.17,52086.34,46728.88,47082.87,3643008748.86
1614297600,47082.87,48438.38,44153.46,46324.5,4204800171.81
1614384000,46324.5,48362.8,45063.84,46191.39,1831237567.32
1614470400,46191.39,46645.9,43061.92,45261.03,2776726256.13
1614556800,45261.03,49812.2,45058.98,49635.07,3146266419.71
1614643200,49635.07,50221.14,47097.84,48501.21,2105387914.68
1614729600,48501.21,52625.39,48176.64,50392.55,2615513552.66
1614816000,50392.55,51792.65,47516.91,48363.74,3024053725.58
1614902400,48363.74,49467.19,46311.43,48775.37,2907395734.68
1614988800,48775.37,49185.32,47099.07,48892.8,1214194643.85
1615075200,48892.8,51455.54,48892.8,50964.18,1658558074.88
1615161600,50964.18,52408.08,49341.09,52405.02,2445827949.75
1615248000,52405.02,54933.93,51888.98,54928.7,2898199576.25
1615334400,54928.7,57396.59,53054.34,55893.31,3898251700.72
1615420800,55893.31,58142.77,54314.65,57809.41,3340389094.49
1615507200,57809.41,58069.58,55089.68,57256.22,3079097934.08
1615593600,57256.22,61749.15,56103.32,61179.79,3439594034.95
1615680000,61179.79,61674.66,58980.95,58998.89,2105197604.06
1615766400,58998.89,60589.17,54857.68,55665.01,4297382088.92
1615852800,55665.01,56936.04,53269.13,56925.01,3441195999.4
1615939200,56925.01,58975.28,54156.11,58909.0,3493543493.16
1616025600,58909.0,60077.79,57022.2,57643.32,3178687259.25
1616112000,57643.32,59453.32,56283.37,58060.21,2397999967.37
1616198400,58060.21,59911.7,57837.79,58101.34,1687922804.56
1616284800,58101.34,58621.34,55635.61,57374.95,1958214099.07
1616371200,57374.95,58431.44,53795.78,54095.36,2865346861.49
1616457600,54095.36,55836.27,52984.36,54355.45,2444787014.61
1616544000,54355.45,57202.53,51685.15,52303.02,3420695083.54
1616630400,52303.02,53199.52,50406.31,51336.09,3617760373.16
1616716800,51336.09,55083.9,51275.54,55055.43,2461374478.26
1616803200,55055.43,56606.78,53991.0,55863.73,1514783182.02
